name,auc_roc
all_algorithm,0.9417768120765686
remove_rf,0.9450103044509888
remove_dmpnn,0.9372365474700928
remove_lr,0.9348399639129639
remove_fcnn,0.941213846206665
remove_xgb,0.9402480125427246
