n1,n2,train_roc,train_roc_std,val_roc,val_roc_std,test_roc,test_roc_std,ext_roc,ext_roc_std
100,100,0.9916325854117805,0.003342537216144629,0.9916325854117805,0.003342537216144629,0.9358048942812814,0.025754530689174514,0.9187099085018398,0.008669983473204768
100,200,0.9907812198167454,0.003918953285329202,0.9907812198167454,0.003918953285329202,0.9363097882051237,0.024721788292838026,0.917446517534434,0.012432863561791803
30,30,0.9836336317155384,0.005010433809231682,0.9836336317155384,0.005010433809231682,0.9324082831751088,0.023989616271537367,0.9126208850249096,0.007889176438442861
40,40,0.9856060380486193,0.005259201804078446,0.9856060380486193,0.005259201804078446,0.9327919900450201,0.02541628588541664,0.9160138061280974,0.009875818484285568
50,100,0.9887583999211268,0.002548956724264036,0.9887583999211268,0.002548956724264036,0.9327105301919335,0.02641797363299821,0.9116375240141968,0.01127128517871272
50,200,0.9874712783300674,0.005821181114036654,0.9874712783300674,0.005821181114036654,0.9315937639849817,0.028143078048886588,0.9198951515743545,0.013082545282824848
50,400,0.9874238549836566,0.004644476239857523,0.9874238549836566,0.004644476239857523,0.929950873056446,0.02671153503887537,0.9157337761714043,0.012538185867265577
50,50,0.9871444406354005,0.006718285362436123,0.9871444406354005,0.006718285362436123,0.9346003542949994,0.028256359735271585,0.909963856598613,0.008805793096152372
