n1,n2,train_accuracy,train_accuracy_std,val_accuracy,val_accuracy_std,test_accuracy,test_accuracy_std,ext_accuracy,ext_accuracy_std
100,100,0.9648248465149873,0.006574136767882911,0.9648248465149873,0.006574136767882911,0.9072046109510087,0.012656806218636345,0.8936363636363636,0.01225307067827617
100,200,0.9629469122426869,0.007485299477374689,0.9629469122426869,0.007485299477374689,0.9025936599423631,0.014682015888217298,0.8800000000000001,0.01366999220441206
30,30,0.9531238714337306,0.006634696812757715,0.9531238714337306,0.006634696812757715,0.9037463976945246,0.013530694994550563,0.885,0.009040262963743195
40,40,0.9555074033947273,0.008355475278998992,0.9555074033947273,0.008355475278998992,0.9037463976945246,0.015078898651564704,0.8863636363636364,0.005868156585162778
50,100,0.9602022390754785,0.00444202052466546,0.9602022390754785,0.00444202052466546,0.9043227665706052,0.011103310875542664,0.8895454545454544,0.016290521279655298
50,200,0.9586854460093897,0.008272507596579663,0.9586854460093897,0.008272507596579663,0.9037463976945246,0.013933882316594648,0.885,0.008912388587789545
50,400,0.9577464788732394,0.008042996551578259,0.9577464788732394,0.008042996551578259,0.9020172910662824,0.011527377521613827,0.8827272727272728,0.009534625892455937
50,50,0.9594077284218129,0.00903927774089891,0.9594077284218129,0.00903927774089891,0.9025936599423631,0.015772815179076905,0.8827272727272728,0.013770385172729393
