name,auc_roc
all_algorithm,0.9360562562942505
remove_svm,0.9414488673210144
remove_rf,0.9378150701522827
remove_dmpnn,0.9329959154129028
remove_lr,0.9303461313247681
remove_fcnn,0.9363636374473572
remove_xgb,0.9354648590087891
