name,auc_roc
all_algorithm,0.9409065246582031
remove_rf,0.9442717432975769
remove_dmpnn,0.939111590385437
remove_lr,0.9312654733657837
remove_fcnn,0.941136360168457
remove_xgb,0.9392974376678467
