prob
0.9902732
0.9946084
0.9887057
0.99468744
0.9919791
0.99381566
0.99106467
0.99360174
0.99421835
0.99430895
0.9947472
0.99247324
0.99342877
0.9946544
0.99490935
0.99110645
0.99232495
0.9918317
0.99159276
0.9926744
0.99305105
0.9956501
0.9943692
0.994472
0.99567944
0.9956045
0.9936918
0.9916353
0.99314225
0.9946609
0.9932073
0.72913134
0.96870506
0.9829785
0.9699959
0.9739633
0.99404776
0.9926541
0.99410087
0.9702454
0.9943169
0.990488
0.9970951
0.9789844
0.99103653
0.9849185
0.9954139
0.9955493
0.99438983
0.40334588
0.9926703
0.9943019
0.99274313
0.99543047
0.992698
0.9955043
0.9924194
0.99301517
0.9939401
0.99475116
0.9923382
0.99387395
0.99486864
0.99239904
0.99283594
0.99403703
0.99513924
0.9950111
0.9904986
0.99291706
0.99337655
0.9923435
0.9930768
0.9954046
0.9927704
0.9918902
0.9880534
0.9933308
0.9882238
0.99451596
0.9960602
0.9933375
0.99037033
0.9921819
0.9926428
0.99413836
0.99323225
0.99360836
0.9950956
0.9924942
0.9912607
0.98912454
0.98448217
0.99356526
0.99470806
0.99510396
0.9680424
0.99424016
0.9928848
0.97356105
0.995308
0.98477376
0.99511164
0.9872564
0.9898808
0.9921922
0.9947353
0.9921176
0.98911536
0.993666
0.9872028
0.99414426
0.9926998
0.9930305
0.99200046
0.9766815
0.9831101
0.9944423
0.9024812
0.99085313
0.9882969
0.9946979
0.97263664
0.99306023
0.99056375
0.9936925
0.84804326
0.9957979
0.99108785
0.99351525
0.99494356
0.9875354
0.9932957
0.9913318
0.98638815
0.9902823
0.98860055
0.9948671
0.98992586
0.9919226
0.9950058
0.9936854
0.99204844
0.9880606
0.9923699
0.9916266
0.9935261
0.9945799
0.99389595
0.98375016
0.9862105
0.98605067
0.99296194
0.99220043
0.969715
0.89916676
0.99407744
0.98817503
0.97061586
0.95318115
0.99518096
0.9911908
0.9930722
0.98802596
0.98697644
0.9941043
0.99252945
0.993385
0.9925466
0.98462784
0.9779189
0.992673
0.988901
0.9866441
0.9892334
0.9865433
0.988755
0.9711729
0.989175
0.9916614
0.96485895
0.99323094
0.98297286
0.99024326
0.9733453
0.8899193
0.95260733
0.97891
0.99443746
0.98704964
0.9939614
0.99153906
0.9937376
0.9914494
0.99165034
0.9740443
0.96058476
0.95550156
0.9944291
0.97715616
0.9819233
0.9898818
0.99370295
0.9851062
0.99352646
0.9909183
0.97519547
0.9882515
0.9877359
0.9526194
0.98640996
0.96461964
0.98145777
0.99631196
0.9876895
0.9789409
0.9911184
0.9905015
0.94127065
0.9645535
0.98117274
0.9024708
0.90934473
0.72886103
0.94398
0.99075705
0.9889107
0.6515338
0.94280016
0.9877844
0.98851305
0.99279755
0.9749426
0.9984193
0.9933114
0.5680232
0.967782
0.99223375
0.9809363
0.9762331
0.98141104
0.99126595
0.99471694
0.99285674
0.9940602
0.99386287
0.9950111
0.99331456
0.9943498
0.99507153
0.99493486
0.9951639
0.6529041
0.9917705
0.9935801
0.98358744
0.95840114
0.99021214
0.99494004
0.98711896
0.9824269
0.98572624
0.99078876
0.9864304
0.99493587
0.99573696
0.9883775
0.9889396
0.775517
0.9911679
0.9685032
0.9735605
0.8258899
0.98235244
0.9869868
0.97151047
0.9778088
0.9802331
0.97971135
0.98757344
0.99328303
0.56165904
0.99104077
0.97675234
0.96273685
0.98260003
0.98580015
0.9945339
0.968076
0.99184835
0.56765056
0.83155924
0.83155924
0.9644823
0.9940177
0.99180436
0.99196965
0.9915132
0.7900618
0.9682865
0.9904509
0.9944358
0.9930334
0.99352276
0.9877648
0.9888043
0.54141057
0.5239851
0.81149805
0.98673695
0.81079537
0.72917306
0.87445366
0.9852026
0.926055
0.9852282
0.81284875
0.7642885
0.9911635
0.8851694
0.96652234
0.9447021
0.6277264
0.81684726
0.9920685
0.9935423
0.99185383
0.9943146
0.9925108
0.99346125
0.9951256
0.9912731
0.98961335
0.9885521
0.9927772
0.9926925
0.5212751
0.48130068
0.6450415
0.8403518
0.7371477
0.58315706
0.94082147
0.9641882
0.9759769
0.59803003
0.94020426
0.9692323
0.74595773
0.68272525
0.95566285
0.7152645
0.96246034
0.9855129
0.76215434
0.57955694
0.8845558
0.98057884
0.48217684
0.73933744
0.73146737
0.82345355
0.8181234
0.6401413
0.9600052
0.9685308
0.9772106
0.9477714
0.69692504
0.8783922
0.9262441
0.7694904
0.7708204
0.8688146
0.31987587
0.70431143
0.59089565
0.56350774
0.24039102
0.707108
0.46234253
0.13318737
0.12189593
0.5588134
0.7738719
0.99379224
0.9954334
0.99188566
0.9945234
0.9927477
0.99343216
0.9818699
0.9941883
0.94494516
0.6424617
0.5319441
0.6385691
0.9691945
0.99311393
0.99134576
0.99132276
0.9930275
0.9855251
0.99340844
0.95908356
0.83243245
0.5816088
0.9923608
0.99272
0.99473876
0.99304986
0.9940246
0.99086434
0.9948025
0.9936075
0.993189
0.99351054
0.9946397
0.99280894
0.99317354
0.9921618
0.9834145
0.9848359
0.98805493
0.99401253
0.9931415
0.99388015
0.9901788
0.9861946
0.9928744
0.9931351
0.9927978
0.9919003
0.9935411
0.9933524
0.99523336
0.9947826
0.985816
0.9944829
0.99119085
