threshold,topN,train_roc,train_roc_std,val_roc,val_roc_std,test_roc,test_roc_std,ext_roc,ext_roc_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.1,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.2,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.3,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.4,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.5,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.6,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.7,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.8,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.85,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
0.9,Top20,0.9996261616083238,6.52341150791413e-05,0.9996261616083238,6.52341150791413e-05,0.9524410305110173,0.0192556110298782,0.9496206570935496,0.0063852088790894,0.3555555555555555,0.1272264002764271,0.8202105263157895,0.0073458300304707,0.899943661971831,0.0114628237310485,0.942894361897008,0.0064169156270514
