threshold,topN,train_MCC,train_MCC_std,val_MCC,val_MCC_std,test_MCC,test_MCC_std,ext_MCC,ext_MCC_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.1,Top10,0.16045249436826192,0.26640101210259,0.16045249436826192,0.26640101210259,0.060078540085902174,0.15061750376710156,0.06051731383782336,0.1353208275570617,-0.15491933384829668,0.34641016151377546,0.02427907914667536,0.0542896714030637,0.057923044332718276,0.129519864591692,0.059296865952016976,0.13259182312140275
0.1,Top100,0.4411238195855092,0.058826742098769494,0.4411238195855092,0.058826742098769494,0.11659027134909965,0.07374254989212922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top120,0.6991023458139003,0.1001301783040987,0.6991023458139003,0.1001301783040987,0.3058561532495656,0.11685048560947003,-0.0047388177789334605,0.010596318686679788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top130,0.7403657823036696,0.0784723480688204,0.7403657823036696,0.0784723480688204,0.3163943643275334,0.10715433376375409,-0.009477635557866921,0.012977786967141929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top140,0.7735662745839947,0.06130785849527711,0.7735662745839947,0.06130785849527711,0.36530969812030883,0.05204108296823063,-0.009477635557866921,0.012977786967141929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top15,0.11040192865642262,0.246866217322843,0.11040192865642262,0.246866217322843,0.04051638663375836,0.09059739471574757,0.046120569654360385,0.1031287289081638,-0.1044465935734187,0.2335496832484569,0.015628378314533918,0.034946116289381435,0.04463747621901542,0.09981243116974876,0.04530440031368702,0.10130371878126697
0.1,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top50,0.15393461613995174,0.3168868220860263,0.15393461613995174,0.3168868220860263,0.05238565954012516,0.11713789577788022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top60,0.1720515116074326,0.3247145993351349,0.1720515116074326,0.3247145993351349,0.056222444931531036,0.1257172087281419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top70,0.09790330604163978,0.0987942615796057,0.09790330604163978,0.0987942615796057,0.02013392589260624,0.04502082694981068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top80,0.17854678569790947,0.06326599830278784,0.17854678569790947,0.06326599830278784,0.03413072492165304,0.060730385620442515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,Top90,0.26728619829669326,0.3116526812914617,0.26728619829669326,0.3116526812914617,0.056222444931531036,0.1257172087281419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top10,0.5244251023727894,0.4841667172984751,0.5244251023727894,0.4841667172984751,0.3681696802084275,0.34568899480843734,0.18996598872702508,0.19176670549473182,-0.13328943604220483,0.19006772775190445,0.05505841561910631,0.12469596674941101,0.14012912364636526,0.15118397009752235,0.18679351643122588,0.18870363045196048
0.2,Top100,0.8561763181774271,0.03323650382535721,0.8561763181774271,0.03323650382535721,0.4039337673453896,0.05065680020595373,-0.009477635557866921,0.012977786967141929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top120,0.9231311462697815,0.022411329847068926,0.9231311462697815,0.022411329847068926,0.5395281453404079,0.05668870755901953,0.01477185835030682,0.047399981351376644,0.0,0.0,0.0,0.0,0.0,0.0,0.01909479667484362,0.04269726338148728
0.2,Top130,0.9379932372668052,0.01621831161410939,0.9379932372668052,0.01621831161410939,0.5287339206524827,0.05779208930087209,0.048995109934081585,0.048442354232254944,0.0,0.0,0.0,0.0,0.0,0.0,0.03818959334968724,0.05229325434893245
0.2,Top140,0.9365144365371734,0.017258231550301283,0.9365144365371734,0.017258231550301283,0.5621270479341882,0.07581525870961081,0.08452884394270221,0.049789140141323414,0.0,0.0,0.0,0.0,0.0,0.0,0.08432478195399305,0.05017985187939519
0.2,Top15,0.18727135007890044,0.418751469014582,0.18727135007890044,0.418751469014582,0.1359522946973029,0.30399857264025354,0.07523500883235086,0.1682305940369336,-0.11111111111111112,0.24845199749997665,0.03590748907041858,0.08029158646278668,0.06705973245397626,0.1499501203200397,0.07384136943077546,0.1651143215988889
0.2,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top50,0.3167856898212138,0.4495291697788379,0.3167856898212138,0.4495291697788379,0.17722822072365774,0.2559461265143623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top60,0.32141074475687254,0.4523529573914748,0.32141074475687254,0.4523529573914748,0.14018511806998463,0.21984735775755104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top70,0.3871175082114424,0.3535386754948431,0.3871175082114424,0.3535386754948431,0.11638403299074093,0.1260114838522384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top80,0.6401099735046223,0.053846809751764,0.6401099735046223,0.053846809751764,0.1818443559466873,0.06529930744373723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top90,0.6669111208858922,0.1700382303161655,0.6669111208858922,0.1700382303161655,0.2592801891505542,0.18552015533110663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top10,0.5702564833054471,0.5207026451939416,0.5702564833054471,0.5207026451939416,0.4147250150264411,0.3796850599094149,0.27851403894234894,0.25753134376272613,-0.0992022581141723,0.09645505820285605,0.18322549355245468,0.16955412079238424,0.23647790225757861,0.21931928405201195,0.2755803642183779,0.2547174922047386
0.3,Top100,0.9563312817076881,0.008981558449771746,0.9563312817076881,0.008981558449771746,0.5791535082027831,0.04109125283384068,0.0619086334104212,0.0689064804533048,0.0,0.0,0.0,0.0,0.0,0.0,0.07135177750907312,0.07118364223907972
0.3,Top120,0.9658536150320612,0.013857767229227809,0.9658536150320612,0.013857767229227809,0.6387970203432588,0.05845930019745396,0.1326607105205518,0.023588648134428063,0.0,0.0,0.0,0.0,0.0,0.0,0.1333781566226161,0.024992945574950996
0.3,Top130,0.9739653457603632,0.00515912076683418,0.9739653457603632,0.00515912076683418,0.638898471937839,0.062086434061558976,0.1326607105205518,0.023588648134428063,0.0,0.0,0.0,0.0,0.0,0.0,0.1333781566226161,0.024992945574950996
0.3,Top140,0.9699438449511686,0.007089651113260447,0.9699438449511686,0.007089651113260447,0.644105218517265,0.05815813326482398,0.1436256956928868,0.03408517584641304,0.0,0.0,0.0,0.0,0.019599054041820142,0.04382481713220184,0.14468186815470677,0.03626370304756978
0.3,Top15,0.19195058841697343,0.4292145640214364,0.19195058841697343,0.4292145640214364,0.14380869340697097,0.3215660142134129,0.09244172383907466,0.20670597846143376,-0.08164965809277261,0.18257418583505536,0.055622131479272544,0.12437486704108433,0.07597186173637108,0.16987824721974096,0.09109357395385403,0.2036914236742219
0.3,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top50,0.3899386303790717,0.533986224909088,0.3899386303790717,0.533986224909088,0.25602589896224714,0.3530943722186702,0.06060231124633377,0.08369372618524455,0.0,0.0,0.0,0.0,0.019599054041820142,0.04382481713220184,0.06020257608884808,0.08314307023037308
0.3,Top60,0.3889696021469532,0.5326620633486256,0.3889696021469532,0.5326620633486256,0.24148320772150383,0.33507960959227523,0.04363614805277324,0.07239472358779345,0.0,0.0,0.0,0.0,0.019599054041820142,0.04382481713220184,0.05225698083422949,0.07575384928721597
0.3,Top70,0.563431166105298,0.5144129714101254,0.563431166105298,0.5144129714101254,0.3039371902344399,0.2780414064944341,0.029767492968983678,0.04392095507645324,0.0,0.0,0.0,0.0,0.0,0.0,0.046135188604305814,0.0647158660145239
0.3,Top80,0.9292008479830589,0.026005500631689164,0.9292008479830589,0.026005500631689164,0.47874769975548437,0.0599392354617118,0.07621808996738552,0.052130918315036495,0.0,0.0,0.0,0.0,0.0,0.0,0.09227037720861163,0.05527338924955159
0.3,Top90,0.9412846524555617,0.030968945458068397,0.9412846524555617,0.030968945458068397,0.5050820137625012,0.1099184527906145,0.06696423067788863,0.05149968697489679,0.0,0.0,0.0,0.0,0.0,0.0,0.08432478195399305,0.05017985187939519
0.4,Top10,0.5816274169607194,0.5309520511816342,0.5816274169607194,0.5309520511816342,0.42452664590422373,0.38836525624777124,0.30075887671505197,0.2746676285623424,-0.20178933413152028,0.20419089935900592,0.16137666407907947,0.16325895082823155,0.25368872890572264,0.23160019016585778,0.29634945873973856,0.2706257181356214
0.4,Top100,0.9792690014338679,0.002649689795700087,0.9792690014338679,0.002649689795700087,0.6413376955251829,0.046323302364090574,0.1457597930387791,0.023455095058159934,0.0,0.0,0.0,0.0,0.019599054041820142,0.04382481713220184,0.14650567117940166,0.025275867383803014
0.4,Top120,0.9807468890478134,0.0031381143042564803,0.9807468890478134,0.0031381143042564803,0.6669735783666813,0.057642036413137705,0.19417321005640784,0.056003522384814805,0.0,0.0,0.0,0.0,0.09792971508910224,0.09953641236806608,0.19497621179831898,0.05687530102517166
0.4,Top130,0.9826603590226874,0.003456555280525628,0.9826603590226874,0.003456555280525628,0.6605873077427109,0.055851360227443185,0.18302652394619107,0.03674073259138993,0.0,0.0,0.0,0.0,0.07330002809473278,0.0731696642816202,0.18397996759130092,0.037006705796811666
0.4,Top140,0.9818176446206042,0.00401870961250154,0.9818176446206042,0.00401870961250154,0.6702940665790957,0.04842311125280875,0.18915485319686126,0.026422110557787575,0.0,0.0,0.0,0.0,0.09289908213655293,0.0606867888260446,0.19010175982122463,0.028466750770097762
