threshold,topN,train_p_stat,train_p_stat_std,val_p_stat,val_p_stat_std,test_p_stat,test_p_stat_std,ext_p_stat,ext_p_stat_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.1,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.2,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.3,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.4,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.5,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.6,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.7,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.8,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.85,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.9,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.95,Top140,0.0,0.0,0.0,0.0,2.1772053866362062e-51,4.8669524030424734e-51,1.0661229845792845e-29,2.3457862480301768e-29,0.0160170108122292,0.0159237867380632,0.2513125586167103,0.3261463943730562,5.525257303580086e-11,7.612776501403525e-11,1.8053507995614102e-26,3.905607368447982e-26
0.1,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.2,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.3,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.4,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.5,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.6,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.7,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.8,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.85,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.9,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.95,Top130,0.0,0.0,0.0,0.0,1.5584246914886955e-51,3.483618093496993e-51,1.942369091288185e-32,4.3421520231589496e-32,0.0153823007930651,0.0150504422491985,0.1848113840480602,0.3470743746936947,6.417780628999649e-12,1.4266375496902615e-11,1.7851207817151706e-27,3.9907452313018586e-27
0.1,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.2,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.3,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.4,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.5,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.6,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.7,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.8,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.85,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.9,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.95,Top120,0.0,0.0,0.0,0.0,4.9843601355038414e-52,1.1045911983771412e-51,5.524777618452926e-33,1.2353032796671005e-32,0.0278648553735047,0.0304123712521923,0.2027499852888317,0.3836102812693567,9.199924773523249e-12,2.0555726740065643e-11,1.3543984307733459e-27,3.0285255352068237e-27
0.1,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.2,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.3,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.4,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.5,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.6,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.7,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.8,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.85,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.9,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.95,Top90,0.0,0.0,0.0,0.0,4.630768238311423e-51,1.0354608578695733e-50,1.9187625948098e-36,4.270285132074723e-36,0.0150002246089938,0.0164477920567313,0.3188066768947858,0.259552646384365,1.4678829228433484e-12,3.2134961658316026e-12,2.1616702271524315e-30,4.8333713718707486e-30
0.1,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.2,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.3,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.4,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.5,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.6,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.7,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.8,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.85,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.9,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.95,Top100,0.0,0.0,0.0,0.0,2.777678630188441e-53,6.136605253338282e-53,5.866893571893721e-37,1.3117640605212832e-36,0.0324156358330142,0.0447820298238799,0.0830585612770321,0.1194665307080587,1.3988417064817708e-14,3.0546078561537224e-14,6.392327758089601e-31,1.4293529480904404e-30
0.1,Top60,0.0,0.0,0.0,0.0,1.1296824946545346e-57,1.547396706743452e-57,5.670533743267203e-38,1.267969883985929e-37,0.0261681027992908,0.0206516055927677,0.1144320702128535,0.1243838023036007,4.4616040572018175e-12,9.975314271641244e-12,4.158818521953801e-31,9.299399662844292e-31
0.2,Top60,0.0,0.0,0.0,0.0,1.1296824946545346e-57,1.547396706743452e-57,5.670533743267203e-38,1.267969883985929e-37,0.0261681027992908,0.0206516055927677,0.1144320702128535,0.1243838023036007,4.4616040572018175e-12,9.975314271641244e-12,4.158818521953801e-31,9.299399662844292e-31
0.3,Top60,0.0,0.0,0.0,0.0,1.1296824946545346e-57,1.547396706743452e-57,5.670533743267203e-38,1.267969883985929e-37,0.0261681027992908,0.0206516055927677,0.1144320702128535,0.1243838023036007,4.4616040572018175e-12,9.975314271641244e-12,4.158818521953801e-31,9.299399662844292e-31
