threshold,topN,train_SE,train_SE_std,val_SE,val_SE_std,test_SE,test_SE_std,ext_SE,ext_SE_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.4,Top10,0.999259642262752,0.0009593342165639,0.999259642262752,0.0009593342165639,0.9837745098039216,0.0153596509515959,0.9784702549575072,0.021350077825968,0.5333333333333333,0.4472135954999579,0.8560000000000001,0.1344618905117728,0.952,0.0483965104343508,0.9750865051903114,0.0251192960731924
0.8,Top130,0.997871640552728,0.0015222102168574,0.997871640552728,0.0015222102168574,0.9582819737741154,0.0117763154147754,0.9779036827195468,0.0061414967106738,0.0666666666666666,0.1490711984999859,0.8880000000000001,0.0178885438199983,0.9533333333333334,0.0133333333333333,0.9757785467128028,0.0069204152249135
0.85,Top100,0.9976881642687068,0.0009793984774796,0.9976881642687068,0.0009793984774796,0.956816832161915,0.0087550357890908,0.9779036827195468,0.0076013642294609,0.0,0.0,0.8800000000000001,0.0,0.9533333333333334,0.0169967317119759,0.9757785467128028,0.0088218330684995
0.8,Top120,0.9983342213410584,0.0012514309125916,0.9983342213410584,0.0012514309125916,0.958997552358739,0.0139529569265001,0.9773371104815866,0.0040062707149378,0.0,0.0,0.8800000000000001,0.0,0.9520000000000002,0.0086922698736035,0.9750865051903114,0.0045115587579256
0.85,Top50,0.9976835414840912,0.0026417197975022,0.9976835414840912,0.0026417197975022,0.9635014493923152,0.0152255081449616,0.9773371104815864,0.0157727035774221,0.2,0.1825741858350553,0.904,0.0219089023002066,0.9506666666666668,0.0345124776147861,0.97439446366782,0.0179130506651138
0.8,Top140,0.9982426995792716,0.0008284409252564,0.9982426995792716,0.0008284409252564,0.9575215175003512,0.0110866286053875,0.9773371104815864,0.0056657223796034,0.0666666666666666,0.1490711984999859,0.8880000000000001,0.0178885438199983,0.952,0.0128235893744476,0.9750865051903114,0.0066558422358724
0.85,Top60,0.9977808108964208,0.0024129164199149,0.9977808108964208,0.0024129164199149,0.9590699691534096,0.0108818475301941,0.975070821529745,0.0190455935569083,0.1333333333333333,0.1825741858350553,0.8960000000000001,0.0219089023002066,0.9453333333333334,0.0422689799577263,0.9716262975778548,0.0219389169330759
0.8,Top15,0.996669312123138,0.004170083336908,0.996669312123138,0.004170083336908,0.9739878486343722,0.0130403533554429,0.9739376770538244,0.0363556651040353,0.2,0.1825741858350553,0.8560000000000001,0.1219836054558152,0.9426666666666664,0.0766811580507232,0.9695501730103804,0.0413346385024718
0.85,Top90,0.9975013958678142,0.0019261056480811,0.9975013958678142,0.0019261056480811,0.9545857876528564,0.0091140723854772,0.9739376770538244,0.0064599174226579,0.0,0.0,0.8800000000000001,0.0,0.9453333333333334,0.0152023390013218,0.9716262975778548,0.0078904873709282
0.85,Top120,0.9974092734064696,0.0015227752505414,0.9974092734064696,0.0015227752505414,0.956786223382704,0.0135164912281704,0.9722379603399434,0.007332679379912,0.0,0.0,0.8800000000000001,0.0,0.9413333333333334,0.0172562388073931,0.9695501730103808,0.0089565253325569
0.85,Top130,0.996577561846545,0.0012525995468983,0.996577561846545,0.0012525995468983,0.9553047419012228,0.0122849491272431,0.9722379603399434,0.0054491172979238,0.0,0.0,0.8800000000000001,0.0,0.9426666666666664,0.0121106014163899,0.970242214532872,0.0062857792818633
0.85,Top140,0.9967625793280298,0.0014642325474585,0.9967625793280298,0.0014642325474585,0.956786223382704,0.0100795297114624,0.9716713881019832,0.0069390644271478,0.0,0.0,0.8800000000000001,0.0,0.94,0.0163299316185546,0.9688581314878894,0.008475743054613
0.5,Top10,0.9988900842070146,0.0013317280356131,0.9988900842070146,0.0013317280356131,0.9808278867102396,0.0177763626674174,0.971671388101983,0.0283993451214778,0.4,0.5477225575051661,0.8320000000000001,0.1559487095169434,0.9386666666666666,0.06171619632551,0.968166089965398,0.0320326278506106
0.8,Top80,0.9981488207222152,0.0011821442707831,0.9981488207222152,0.0011821442707831,0.9605267878359388,0.008000024997821,0.971671388101983,0.004479146827434,0.0,0.0,0.8800000000000001,0.0,0.9386666666666666,0.0086922698736035,0.968166089965398,0.0045115587579257
0.85,Top70,0.99731453842495,0.0020845123356314,0.99731453842495,0.0020845123356314,0.952369012053728,0.0086213503481802,0.9705382436260624,0.0127636037689164,0.0,0.0,0.8800000000000001,0.0,0.9346666666666668,0.0272437556556034,0.966089965397924,0.0141403576067145
0.9,Top40,0.9986126849191524,0.0003279940724804,0.9986126849191524,0.0003279940724804,0.9545917336331152,0.0057615131768346,0.9688385269121812,0.0080125414298758,0.0,0.0,0.8800000000000001,0.0,0.9293333333333332,0.017384539747207,0.9633217993079588,0.0090231175158514
0.6,Top10,0.9975941213926672,0.0024321634830361,0.9975941213926672,0.0024321634830361,0.9770956451866762,0.0181058380446195,0.9660056657223796,0.0326086811139414,0.4,0.5477225575051661,0.8320000000000001,0.1559487095169434,0.9253333333333332,0.0713987239226149,0.960553633217993,0.038030814294904
0.85,Top15,0.9934308068118988,0.0030654993954806,0.9934308068118988,0.0030654993954806,0.9590422366807762,0.0138534655675675,0.9654390934844193,0.037443095630084,0.1333333333333333,0.1825741858350553,0.8480000000000001,0.117983049630021,0.9253333333333332,0.080194208713043,0.9598615916955018,0.0431209067949463
0.9,Top140,0.9952832237953292,0.000764782461063,0.9952832237953292,0.000764782461063,0.9464399038311632,0.0065862693119743,0.9654390934844193,0.0085924934210215,0.0,0.0,0.8800000000000001,0.0,0.9266666666666664,0.0210818510677892,0.961937716262976,0.0109421372324165
0.9,Top100,0.9957448625295774,0.0010090092801216,0.9957448625295774,0.0010090092801216,0.944220251925457,0.0066289318077725,0.9648725212464588,0.0088682582677045,0.0,0.0,0.8800000000000001,0.0,0.9266666666666664,0.02,0.9612456747404844,0.0104953293343274
0.9,Top25,0.9963958837410694,0.0011885076817872,0.9963958837410694,0.0011885076817872,0.948620124670822,0.0099476737363101,0.9643059490084986,0.0201909684772866,0.0,0.0,0.8640000000000001,0.0219089023002066,0.9186666666666669,0.046523590192981,0.9577854671280278,0.0241471921416856
0.9,Top60,0.9962092926757178,0.0023220250346691,0.9962092926757178,0.0023220250346691,0.950121821042492,0.005905392800736,0.9637393767705384,0.0159497883968943,0.0,0.0,0.8720000000000001,0.0178885438199983,0.9186666666666669,0.0350871929785087,0.9577854671280278,0.0182113458365961
0.9,Top120,0.995652568208995,0.0011658808041482,0.995652568208995,0.0011658808041482,0.9486457861841042,0.0067409539348578,0.9637393767705384,0.0088228960353526,0.0,0.0,0.8800000000000001,0.0,0.9226666666666666,0.0213957420478416,0.9598615916955018,0.0111050564262153
0.9,Top130,0.995189472650726,0.0012585192350334,0.995189472650726,0.0012585192350334,0.9486457861841042,0.008901210587177,0.9637393767705384,0.0085924934210215,0.0,0.0,0.8800000000000001,0.0,0.9253333333333332,0.0202210011841374,0.960553633217993,0.0102646345842154
0.85,Top80,0.9957445211750529,0.001289186463236,0.9957445211750529,0.001289186463236,0.9546252187189036,0.0083679206450841,0.9614730878186968,0.005874345992444,0.0,0.0,0.8800000000000001,0.0,0.916,0.0138242942355517,0.956401384083045,0.0071752392226047
0.9,Top50,0.9966653153920036,0.0032346821985091,0.9966653153920036,0.0032346821985091,0.9508846542656688,0.0106541102275586,0.9603399433427764,0.0138781288542956,0.0,0.0,0.8640000000000001,0.0219089023002066,0.9133333333333332,0.0266666666666667,0.9550173010380624,0.0138408304498269
0.7,Top10,0.9963904544550786,0.0036172539071242,0.9963904544550786,0.0036172539071242,0.9718766689256412,0.0156552695929423,0.9592067988668556,0.0358667524884224,0.2,0.2981423969999719,0.8,0.132664991614216,0.9133333333333332,0.0757187779440036,0.9536332179930797,0.040985571265982
0.9,Top30,0.9964858209663828,0.0004152685601709,0.9964858209663828,0.0004152685601709,0.9485871389421988,0.0074025779402143,0.9592067988668556,0.0142490383455629,0.0,0.0,0.8720000000000001,0.0178885438199983,0.9066666666666666,0.0316227766016838,0.9515570934256056,0.0164132058486248
0.9,Top90,0.9955601043931256,0.0012536949838192,0.9955601043931256,0.0012536949838192,0.9449220609573156,0.0062504202743634,0.9569405099150142,0.0078608707793266,0.0,0.0,0.8800000000000001,0.0,0.908,0.017256238807393,0.950865051903114,0.0096016864536413
0.9,Top20,0.9913075700464472,0.0010006721354837,0.9913075700464472,0.0010006721354837,0.939646621036684,0.0116911772524054,0.9563739376770538,0.02383646908551,0.0,0.0,0.8,0.0748331477354788,0.904,0.0517687164221791,0.9494809688581316,0.0279613894129231
0.9,Top70,0.9954654568974014,0.0021872440254757,0.9954654568974014,0.0021872440254757,0.9449244379067284,0.0086200905816828,0.9546742209631728,0.0100156767873449,0.0,0.0,0.8720000000000001,0.0178885438199983,0.9013333333333332,0.0232856655954306,0.94878892733564,0.0120859856031646
0.95,Top140,0.9925091525503577,0.0012004000312972,0.9925091525503577,0.0012004000312972,0.9360294904146228,0.0044293657827887,0.95014164305949,0.0114371837043549,0.0,0.0,0.8480000000000001,0.0178885438199983,0.9013333333333332,0.0228035085019827,0.944636678200692,0.0144750869642573
0.95,Top130,0.9920441689637968,0.0016987691958491,0.9920441689637968,0.0016987691958491,0.9352635875177648,0.0042189680769548,0.9495750708215296,0.0098947587515994,0.0,0.0,0.8560000000000001,0.0219089023002066,0.9013333333333332,0.021291625896895,0.9439446366782008,0.0123311624091386
0.95,Top120,0.9926926651409091,0.0015590714837071,0.9926926651409091,0.0015590714837071,0.936024043791529,0.0036943328788155,0.9456090651558074,0.0088228960353526,0.0,0.0,0.8560000000000001,0.0219089023002066,0.8906666666666666,0.0180123414481417,0.9391003460207614,0.0111050564262153
0.8,Top10,0.9946330665485548,0.0043934573269004,0.9946330665485548,0.0043934573269004,0.957671797712786,0.0140121395564082,0.943342776203966,0.0425401059990968,0.1333333333333333,0.1825741858350553,0.768,0.1425482374496437,0.8786666666666667,0.0907254711264213,0.9349480968858132,0.0488980105244
0.95,Top100,0.9930625629949952,0.0012801359606589,0.9930625629949952,0.0012801359606589,0.931576223683342,0.0062887380316674,0.943342776203966,0.0137328041286581,0.0,0.0,0.8640000000000001,0.0219089023002066,0.8866666666666667,0.0286744175568087,0.9356401384083044,0.016340095436841
0.9,Top15,0.9886231419314016,0.0021518641303799,0.9886231419314016,0.0021518641303799,0.933728712050368,0.0107832186965183,0.9422096317280452,0.0340297266185728,0.0,0.0,0.72,0.0565685424949238,0.8733333333333334,0.0725718035235908,0.932871972318339,0.0394220771449858
0.9,Top80,0.9949138793816636,0.0008650789185804,0.9949138793816636,0.0008650789185804,0.9434149179625522,0.0088196692865598,0.9416430594900852,0.0055222630848776,0.0,0.0,0.8640000000000001,0.0219089023002066,0.8733333333333334,0.0156347191994114,0.9328719723183392,0.0071752392226047
0.85,Top10,0.9913985903548534,0.0026905501286448,0.9913985903548534,0.0026905501286448,0.9494390348193884,0.0139577778837631,0.9314447592067988,0.0396296929498323,0.0666666666666666,0.1490711984999859,0.712,0.1213260071048248,0.852,0.0858163413601654,0.921107266435986,0.0462556122227017
0.95,Top90,0.9930656082756169,0.0006404943236722,0.9930656082756169,0.0006404943236722,0.9314973615512482,0.0117452869625945,0.9172804532577904,0.0210472244997242,0.0,0.0,0.784,0.0920869154657706,0.8253333333333334,0.0458015040995138,0.9038062283737024,0.0254742731063058
0.95,Top50,0.9907546286687868,0.0015182042205414,0.9907546286687868,0.0015182042205414,0.9292914791983068,0.0132848067730535,0.9087818696883851,0.0149095720871849,0.0,0.0,0.776,0.0456070170039655,0.8039999999999999,0.0277288457907805,0.8941176470588236,0.0168807071524574
0.95,Top60,0.9895524950884074,0.0022642042767732,0.9895524950884074,0.0022642042767732,0.9246952564699328,0.0221840499826484,0.9070821529745045,0.0184026988882851,0.0,0.0,0.768,0.0657267069006199,0.7986666666666666,0.0414728827066554,0.8906574394463668,0.0225046540366908
0.9,Top10,0.9862219681181764,0.0023829728676949,0.9862219681181764,0.0023829728676949,0.9285211283926852,0.0067538328317436,0.9025495750708216,0.0408364580221923,0.0,0.0,0.584,0.1080740486888503,0.7866666666666667,0.0858939915115008,0.8858131487889274,0.0474439764733637
0.95,Top40,0.9875145497736808,0.0020786262137963,0.9875145497736808,0.0020786262137963,0.9240974717262856,0.0108268380003079,0.9025495750708216,0.019066650051517,0.0,0.0,0.784,0.0357770876399966,0.7853333333333333,0.0392711372667284,0.8851211072664359,0.0224780370503968
0.95,Top80,0.991952519489557,0.0014251804034273,0.991952519489557,0.0014251804034273,0.9270559867804848,0.0047275823743608,0.8974504249291785,0.0088228960353525,0.0,0.0,0.784,0.0536656314599949,0.78,0.0156347191994114,0.8802768166089965,0.0090231175158514
0.95,Top70,0.9898338360080124,0.0031473467825572,0.9898338360080124,0.0031473467825572,0.9217244699344636,0.0158205247644494,0.8940509915014164,0.0257774802630647,0.0,0.0,0.752,0.0867179335547152,0.7733333333333333,0.062893207547044,0.8761245674740484,0.0325884696968058
0.95,Top25,0.9833549120033184,0.0018177918170717,0.9833549120033184,0.0018177918170717,0.9159062108582866,0.0142016911262738,0.8844192634560907,0.0337217589574004,0.0,0.0,0.672,0.0657267069006198,0.74,0.0768837506311386,0.8643598615916955,0.0404563236070976
0.95,Top30,0.9827967818918394,0.0023282118296494,0.9827967818918394,0.0023282118296494,0.9158953176120992,0.0119412515040665,0.8753541076487252,0.0258862137145851,0.0,0.0,0.664,0.0219089023002066,0.724,0.0552971769422072,0.8525951557093425,0.0311994853393767
0.95,Top20,0.9691117270396477,0.0025940596432358,0.9691117270396477,0.0025940596432358,0.9017802017775256,0.016814730449964,0.8600566572237961,0.0313284222117829,0.0,0.0,0.624,0.0536656314599949,0.6839999999999999,0.0701743859570174,0.8346020761245674,0.0376987991694528
0.95,Top15,0.9629202907593262,0.0080727194677688,0.9629202907593262,0.0080727194677688,0.8935792397447722,0.0087322968360914,0.8560906515580736,0.0266800785903028,0.0,0.0,0.552,0.0438178046004133,0.6866666666666666,0.0648074069840786,0.8318339100346022,0.0354227927808158
0.95,Top10,0.9628478842375758,0.0111357365626981,0.9628478842375758,0.0111357365626981,0.8882427756328223,0.0145132562425145,0.8209631728045326,0.0191506445112244,0.0,0.0,0.4720000000000001,0.0657267069006199,0.6293333333333333,0.0544875113112067,0.7896193771626298,0.0247592302006896
