threshold,topN,train_cohen_kappa,train_cohen_kappa_std,val_cohen_kappa,val_cohen_kappa_std,test_cohen_kappa,test_cohen_kappa_std,ext_cohen_kappa,ext_cohen_kappa_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.3,Top15,0.1918371811580711,0.42896097768138886,0.1918371811580711,0.42896097768138886,0.14230489452353737,0.3182034176855671,0.08556338028169011,0.19132553469452418,-0.05714285714285716,0.12777531299998804,0.04964200477326966,0.11100289721239999,0.06995131867544,0.1564159036740344,0.08440366972477063,0.1887323430550281
0.3,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top50,0.3897947540415737,0.5337913048391438,0.3897947540415737,0.5337913048391438,0.23933697619962874,0.3320489024817402,0.0181159589192539,0.025593770950875783,0.0,0.0,0.0,0.0,0.0038046924540266398,0.00850755096068406,0.01788361324378856,0.025267443740709706
0.3,Top60,0.3888063176160504,0.532441094143343,0.3888063176160504,0.532441094143343,0.21948579791851994,0.30911770450794196,0.013581278923376322,0.02346908801376706,0.0,0.0,0.0,0.0,0.0038046924540266398,0.00850755096068406,0.014316220492811399,0.023267378925105234
0.3,Top70,0.5622892982854972,0.5133801525196847,0.5622892982854972,0.5133801525196847,0.2565411156008487,0.2355000112826107,0.0090774660363299,0.013959939060918133,0.0,0.0,0.0,0.0,0.0,0.0,0.01079374769252864,0.016069116787889352
0.3,Top80,0.926435898967488,0.027939917833744783,0.926435898967488,0.027939917833744783,0.39051610676376514,0.08611373270494375,0.020016721921594142,0.014553215692788954,0.0,0.0,0.0,0.0,0.0,0.0,0.02158749538505728,0.01500568410838828
0.3,Top90,0.9391851931512087,0.032758127026252956,0.9391851931512087,0.032758127026252956,0.4264217833021629,0.14494591771169704,0.0164220962439162,0.013099156391274189,0.0,0.0,0.0,0.0,0.0,0.0,0.01802010263408012,0.012693729561020557
0.4,Top10,0.5814386828729623,0.530779771154535,0.5814386828729623,0.530779771154535,0.41800558747983596,0.38276481304452026,0.2850142036415228,0.2608141742788983,-0.1704761904761905,0.17613898861597221,0.1495896391478527,0.15599879037748018,0.23844774075696956,0.2182361972189961,0.27963745423178876,0.2559714154696154
0.4,Top100,0.9790588889465417,0.0027155147916146324,0.9790588889465417,0.0027155147916146324,0.6032569959178442,0.05648553258749614,0.04854254616329732,0.020695205531905948,0.0,0.0,0.0,0.0,0.0038046924540266398,0.00850755096068406,0.04290371988596884,0.015654418487384737
0.4,Top120,0.9805714888949073,0.003206264588537078,0.9805714888949073,0.003206264588537078,0.6346775418552579,0.07702399503195735,0.08293280328808862,0.0458779097400697,0.0,0.0,0.0,0.0,0.03375530384946872,0.04047486345189173,0.0772663218055401,0.04284377017220165
0.4,Top130,0.9825186639096304,0.003516375906754164,0.9825186639096304,0.003516375906754164,0.6304440327492852,0.07297368082316467,0.07302618060648428,0.027603302653378677,0.0,0.0,0.0,0.0,0.01891023875034358,0.02306800286452844,0.0672557600367597,0.025625191033661374
0.4,Top140,0.981661599142295,0.004084925069076666,0.981661599142295,0.004084925069076666,0.6423446520643062,0.06346593489833445,0.07646661355138924,0.02644610739512258,0.0,0.0,0.0,0.0,0.02271493120437022,0.020606845290178276,0.07077823283704246,0.021037824659022722
0.4,Top15,0.19359425665385313,0.43288991793155657,0.19359425665385313,0.43288991793155657,0.14644786254436956,0.3274673758087557,0.0936137549892539,0.2093267197849818,-0.1,0.223606797749979,0.05291828793774318,0.11832888908170092,0.07958927074601843,0.17796701966773262,0.09259560618388932,0.2070500698449764
0.4,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,Top50,0.3945146683199182,0.5402159795399138,0.3945146683199182,0.5402159795399138,0.2634009673306822,0.36363972209631773,0.030712998157668737,0.04424416333261378,-0.15529411764705886,0.26007717779210177,-0.025746929647394258,0.042064009077101776,0.0116342283764467,0.02051009610235257,0.03070624360286588,0.044960157892727476
0.4,Top60,0.39445036443615733,0.5401369736060899,0.39445036443615733,0.5401369736060899,0.25815113276892615,0.35402730889989403,0.030212639237176757,0.041817928073611746,-0.03529411764705882,0.07892004626469845,-0.006383872322553499,0.014274772472909088,0.013322334567640282,0.01852407709943453,0.027238433817610062,0.03735069196214837
0.4,Top70,0.6166799327440197,0.49968248577495206,0.6166799327440197,0.49968248577495206,0.3678911989019139,0.3384635572060022,0.0407574533254903,0.0484309572454581,0.0,0.0,0.0,0.0,0.01137614806636808,0.01694094075638177,0.03889288203884522,0.04365875050365809
0.4,Top80,0.9801419177637406,0.002478305979782088,0.9801419177637406,0.002478305979782088,0.5664066176060378,0.06570178138211645,0.03797948782134616,0.01277794251133296,0.0,0.0,0.0,0.0,0.0,0.0,0.03233545835778734,0.007976932693624907
0.4,Top90,0.9809696924282765,0.007694825085624354,0.9809696924282765,0.007694825085624354,0.5789727929663416,0.09231869334595073,0.03778895599704124,0.02789921573561564,0.0,0.0,0.0,0.0,0.0038046924540266398,0.00850755096068406,0.035768934384014524,0.021572719893602
0.5,Top10,0.786614347541887,0.25933550803473904,0.786614347541887,0.25933550803473904,0.5072295392466415,0.26356783790090654,0.3129206027167967,0.2860879382337762,-0.2652680652680653,0.25289710234900836,0.14942619974396537,0.16204469991494838,0.2621854238916285,0.2395624538663828,0.30797174680668704,0.2815901563210331
0.5,Top100,0.9870227641563198,0.0031596806727425056,0.9870227641563198,0.0031596806727425056,0.6514091725869153,0.04737366284947493,0.11216841823502297,0.07693083156228382,0.0,0.0,0.00839983200335996,0.011501943668735151,0.04820449194902564,0.06320988287932182,0.10689069572648342,0.07135164341865212
0.5,Top120,0.9870192076457724,0.003287829406139658,0.9870192076457724,0.003287829406139658,0.6602746936557116,0.05662831498294826,0.14925629664402162,0.06621550428036929,0.0,0.0,0.01684577794930588,0.017652291781223368,0.08887750152345826,0.05807189152039899,0.1437444220092448,0.06251815593334017
0.5,Top130,0.9887370219095922,0.0037355845002408727,0.9887370219095922,0.0037355845002408727,0.6530167008170426,0.05896878003470117,0.14173479975846742,0.06350541219596705,-0.03529411764705882,0.07892004626469845,0.01463796456554948,0.009426760010265177,0.0761896387704289,0.05105673397471951,0.13611988074882425,0.05872841702851595
0.5,Top140,0.9872458509348998,0.00392398575944153,0.9872458509348998,0.00392398575944153,0.6643314176153282,0.06167402830020817,0.139314200737476,0.06806616071331165,0.0,0.0,0.0126458619476259,0.01887288605104644,0.07787015334775811,0.059510470894412124,0.13381111288225744,0.06437958634438613
0.5,Top15,0.5650773340136864,0.23891754976223933,0.5650773340136864,0.23891754976223933,0.33678713525815157,0.2367444478886793,0.10814459103606336,0.22204086853881586,-0.07999999999999999,0.17888543819998315,0.07425149700598802,0.16603139473651132,0.08817937803607714,0.18672243286449489,0.10694890999009266,0.21962565223617753
0.5,Top20,0.426867095080724,0.07547368865244176,0.426867095080724,0.07547368865244176,0.18949045030294645,0.06729923111608063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top25,0.3942691944857473,0.09775933046506999,0.3942691944857473,0.09775933046506999,0.17386459845178512,0.0999660195108491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top30,0.5327409650391199,0.03568084351017106,0.5327409650391199,0.03568084351017106,0.23843125179902738,0.10976617308313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top40,0.5357012219999129,0.09763769862159445,0.5357012219999129,0.09763769862159445,0.23654280571036548,0.10146354786629293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,Top50,0.7126561483406274,0.2859899182046873,0.7126561483406274,0.2859899182046873,0.3907994334641356,0.27553461161275394,0.0813992853112658,0.11146056182444802,-0.195,0.2786126343151007,-0.01957358913317464,0.028891537207327886,0.04590839024723696,0.06474123943040996,0.07803774834878334,0.10690951244990883
0.5,Top60,0.785178016987715,0.18775103425263603,0.785178016987715,0.18775103425263603,0.4509728559116308,0.2288865503674559,0.06956831733010364,0.08687964607482201,-0.195,0.2786126343151007,-0.01953480485597002,0.043202702897746484,0.03504326607703464,0.06325472409918913,0.06616163846779172,0.08150577053118084
0.5,Top70,0.9176083919325876,0.09105749657610547,0.9176083919325876,0.09105749657610547,0.55021965618942,0.16660983069802884,0.09291028772333945,0.10038666155556965,-0.03529411764705882,0.07892004626469845,-0.0021839563208735195,0.018947161266522135,0.04270457035794219,0.06397449879675006,0.08777962157281652,0.09437817559969337
0.5,Top80,0.9844616087775281,0.002735465906126152,0.9844616087775281,0.002735465906126152,0.6303878611103023,0.06003298402126053,0.11227951484023421,0.054131932681857835,-0.03529411764705882,0.07892004626469845,-0.0021839563208735195,0.018947161266522138,0.050751656892684335,0.029029336508756488,0.10645069133229831,0.051517603166560656
0.5,Top90,0.9848695140896027,0.004067122691370655,0.9848695140896027,0.004067122691370655,0.6406428598147395,0.06541012323717413,0.09891208566222738,0.05091475640752643,-0.03529411764705882,0.07892004626469845,-0.006383872322553499,0.014274772472909088,0.039496762119801,0.03511715755955466,0.09300614799946769,0.049681798269273214
0.6,Top10,0.8985288156774758,0.10658492357213083,0.8985288156774758,0.10658492357213083,0.658522218794624,0.098483746187072,0.42120616978067743,0.22523726820280607,-0.18990196078431368,0.25975110450916883,0.2543160097696885,0.13012057670676727,0.34322869987239596,0.20116102651228754,0.41532950936959867,0.22180553050956162
0.6,Top100,0.9898129095942128,0.0020823161237213724,0.9898129095942128,0.0020823161237213724,0.673793160518126,0.04902227950129162,0.18850803943340394,0.09222810151800456,-0.03529411764705882,0.07892004626469845,0.01889586194762586,0.02420211239665064,0.11564602797094845,0.06966642282497244,0.1833208801272273,0.08743011860963898
0.6,Top120,0.9902327508576558,0.002339263951406982,0.9902327508576558,0.002339263951406982,0.6870020363260676,0.06448890988997177,0.2340991727661542,0.0665344668861411,0.0,0.0,0.034114303338780835,0.044518966088229736,0.16320865106544086,0.07002265516947145,0.2264964430556024,0.06585960765563743
0.6,Top130,0.9915188788194133,0.0020121935757429154,0.9915188788194133,0.0020121935757429154,0.6868977220465112,0.06311957218124986,0.22560322791492796,0.05988143336707618,-0.225,0.2053959590644373,0.01656435385523114,0.017827519986867227,0.14873662809603871,0.05818826259413056,0.217030027262865,0.05837698421175027
0.6,Top140,0.9904482218148013,0.003789272962810799,0.9904482218148013,0.003789272962810799,0.6880823791773422,0.06332486915981413,0.20876079404740092,0.05740757018812084,-0.18529411764705883,0.18756486767189395,0.0020163213667841796,0.04935865808205128,0.1308614086668621,0.05396877796229394,0.2019930824584229,0.052859148787955654
0.6,Top15,0.7957181496020845,0.10136914788546625,0.7957181496020845,0.10136914788546625,0.5988338796875604,0.08563227230557845,0.2139646425297559,0.1874293371240711,-0.03137254901960783,0.17071214791905026,0.12955076765955348,0.15302508681144233,0.15374593633489606,0.1726983558739289,0.21181096725493162,0.1854716738708982
0.6,Top20,0.748457042278233,0.027058165038004046,0.748457042278233,0.027058165038004046,0.5599108787008732,0.045901180340628546,0.11249008527424013,0.04054066248573735,0.04705882352941176,0.026306682088232815,0.0424641347505544,0.03375626807650152,0.056320199831648377,0.029340208271251507,0.11129528718391399,0.04024010534882155
0.6,Top25,0.763136568660348,0.01935842036901884,0.763136568660348,0.01935842036901884,0.5635717103864915,0.0781768432972057,0.09920371537913616,0.025743712231082645,0.04705882352941176,0.026306682088232815,0.021045693950985857,0.014930597654152698,0.04151249966088918,0.02040254785613903,0.09809426516043472,0.025537261454738194
0.6,Top30,0.7970039964329834,0.014006710679655414,0.7970039964329834,0.014006710679655414,0.578674932284917,0.06627791025867825,0.08884492940552344,0.029444030995064274,0.03529411764705882,0.03221897397089212,0.01684577794930588,0.017652291781223368,0.0451314519158368,0.03106761510992623,0.08783129405241175,0.029204788896231664
0.6,Top40,0.8161884413511599,0.0354848076568625,0.8161884413511599,0.0354848076568625,0.5651306500511566,0.0625713473653458,0.0717299277258953,0.012346117806775385,0.0,0.0,0.0,0.0,0.0190234622701332,0.0,0.07086394032978818,0.01222166626629204
0.6,Top50,0.8814780389671606,0.10825685542444377,0.8814780389671606,0.10825685542444377,0.5834863675303054,0.0992491565764606,0.15007921507537367,0.12366856638851204,-0.18666666666666668,0.272437556556034,-0.00687225996018258,0.010058113665989077,0.07590735321801881,0.07789284631744516,0.14322317193916567,0.11550185419553113
0.6,Top60,0.9113052412616536,0.07256623908887332,0.9113052412616536,0.07256623908887332,0.60835880590149,0.10910623930076287,0.15394401121507345,0.13706425734764915,-0.195,0.2786126343151007,-0.0025906735751295602,0.01955915656805894,0.08621322085841623,0.10686929704580875,0.1476204325987765,0.13113982538566835
0.6,Top70,0.9706204712723501,0.026709881417807557,0.9706204712723501,0.026709881417807557,0.6455979225941457,0.08453495744900391,0.1895029013790473,0.13117938679834568,-0.30095238095238097,0.29358986926981745,-0.03041866278140548,0.05232777812921482,0.11099832178208038,0.11475334401473228,0.18402154220224334,0.12611995308641774
0.6,Top80,0.9885311262554788,0.0028324211873088628,0.9885311262554788,0.0028324211873088628,0.668286669394433,0.051841294036668165,0.23473955918196499,0.06426032701516943,-0.3002941176470589,0.2810178299703521,-0.030487307380593638,0.051744699561705,0.1490654145987347,0.05728923926693517,0.22862943356212462,0.060287654730457906
0.6,Top90,0.9891664377950653,0.0023169617737468884,0.9891664377950653,0.0023169617737468884,0.6636003466600106,0.0568428779443001,0.19691857712357705,0.04635255694136632,-0.14558823529411763,0.15566716556803545,-0.00873754765393588,0.04075715336368123,0.12146296988337557,0.04358095405769697,0.19091307155985832,0.041722631118280146
0.7,Top10,0.9438131102540567,0.0458625250716016,0.9438131102540567,0.0458625250716016,0.7106016665404646,0.04884041572300179,0.5349016895911893,0.1194025582646391,-0.2398534798534798,0.20602668222260218,0.3443975059260235,0.06911861008787266,0.45759270431979865,0.1149936266539755,0.5319621927742155,0.11905991436447971
0.7,Top100,0.9932101120826434,0.002234542221220264,0.9932101120826434,0.002234542221220264,0.6870795117988395,0.0512855736117124,0.2762213493814507,0.0933166481798391,-0.19957983193277312,0.2178083642708877,0.04706733119270268,0.03025254796879137,0.19539415677606412,0.08207072834594076,0.27170722488975124,0.08927575876329726
0.7,Top120,0.9934388588118612,0.002546949192905242,0.9934388588118612,0.002546949192905242,0.6952710954123571,0.05538836087614768,0.3160833274993847,0.06307385030216792,-0.3495798319327731,0.23568927735571404,0.02090433301328606,0.04826434840218927,0.2197666146489335,0.06083764844340791,0.30780304895094535,0.060838519530697396
0.7,Top130,0.9936527321520268,0.002616571858707456,0.9936527321520268,0.002616571858707456,0.6929924403173686,0.06001245796095732,0.30518682781750134,0.07965220073429255,-0.32654061624649855,0.16386472323765663,0.0409829739433177,0.042666520519510164,0.20966938155559878,0.07418272230302496,0.2982236499749006,0.0742765219312907
0.7,Top140,0.9940680258878027,0.00342206435743756,0.9940680258878027,0.00342206435743756,0.6992505414673371,0.07000762987798789,0.276502404812821,0.06154411268069044,-0.23529411764705874,0.14803596931903423,0.02371672178119264,0.058318180274790785,0.17761396564851548,0.06451769379915495,0.26882314202810537,0.05786735222507446
0.7,Top15,0.8954792357680285,0.052815134887912285,0.8954792357680285,0.052815134887912285,0.692955059670641,0.05715375273737143,0.41664045122799925,0.14866782475431384,0.017289377289377284,0.2537589773612369,0.27346997478461266,0.17301575609682604,0.3509804661470386,0.15194133733458398,0.4146371740436378,0.1485864319225608
0.7,Top20,0.8812353729424304,0.019538096078430843,0.8812353729424304,0.019538096078430843,0.6719259512287812,0.045297969421404495,0.3256247664465749,0.13308422149940546,0.022527472527472503,0.17048634676430685,0.17439601046580933,0.1200510364531256,0.26176882461680745,0.14552719067893372,0.3239082365234739,0.13392415274470035
0.7,Top25,0.8987155043967944,0.016018009877138608,0.8987155043967944,0.016018009877138608,0.6544675943566466,0.07706745137835416,0.2782327476765562,0.10736290330439974,0.010294117647058818,0.07980566794832432,0.10882871934816774,0.06811489379647745,0.21348735923032308,0.12187080504784346,0.2764571178821872,0.10762561712757704
0.7,Top30,0.9122722867950331,0.01584669961983103,0.9122722867950331,0.01584669961983103,0.6635590129606086,0.06719744612459994,0.279762581502647,0.0792716634210647,0.0588235294117647,0.0,0.0988573848061151,0.03985413652375818,0.2121609533426026,0.09466988251540742,0.2749721135412996,0.0825744066542207
0.7,Top40,0.9290081500540623,0.01996539902988677,0.9290081500540623,0.01996539902988677,0.6618876492392226,0.061782940855084754,0.20002474240139803,0.058429033661853924,0.04705882352941176,0.026306682088232815,0.04656951489994122,0.017874586326136498,0.13216808635095303,0.05575086297817589,0.19841418228512178,0.05826347770830021
0.7,Top50,0.9513044634297273,0.0423896101903783,0.9513044634297273,0.0423896101903783,0.6528762965266308,0.08632970408296076,0.27073420495093925,0.1393592018689492,-0.2389140271493213,0.28682929203873525,0.03277751892991794,0.05275875091956702,0.19658816727339073,0.10984410791658676,0.265385000577539,0.13457070575398686
0.7,Top60,0.9626232280638838,0.0257171240724236,0.9626232280638838,0.0257171240724236,0.6761767923293365,0.08250448053392319,0.2996233369798588,0.13706632592443482,-0.224144385026738,0.2891769575732643,0.038181691226934024,0.08758875577271548,0.2060930546436582,0.13415019158517932,0.2945368621743595,0.13413629548668698
0.7,Top70,0.9874016094127972,0.008694648628146062,0.9874016094127972,0.008694648628146062,0.680190511520063,0.06626117082466339,0.2980063527538793,0.10244619774213765,-0.4345238095238095,0.2014157656629599,-0.0181738893847707,0.026061984830066245,0.20128944929874693,0.07759824760824091,0.2920554456750687,0.09877913163060427
0.7,Top80,0.9923829152173909,0.0015188568280644459,0.9923829152173909,0.0015188568280644459,0.6955930599601011,0.05860314885317002,0.3475909336956975,0.048335691443913496,-0.5648351648351648,0.014743305346152407,-0.007365122522347059,0.046896230218489494,0.2432425476617098,0.03781817757223626,0.34065361361329205,0.045040022806411256
0.7,Top90,0.9930041602455105,0.001453818278185995,0.9930041602455105,0.001453818278185995,0.6856249619354124,0.05455179290224263,0.3368075069248996,0.0321698635656947,-0.4276923076923076,0.1310253901347391,-0.0005507972385528414,0.04532173565697644,0.2430656025358735,0.031396223609927346,0.33193963825956974,0.02806747245806394
0.8,Top10,0.9684839658040889,0.009650145090907059,0.9684839658040889,0.009650145090907059,0.7267344907705238,0.05863697097422655,0.6193937632404105,0.054349571477641766,-0.15329670329670328,0.09883239371816221,0.43426428349535806,0.06006068641420527,0.5506848422569102,0.05450183841658218,0.6182107066609729,0.05589590734785853
