threshold,topN,train_SP,train_SP_std,val_SP,val_SP_std,test_SP,test_SP_std,ext_SP,ext_SP_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.2,Top140,0.9017138153739251,0.02638002150988187,0.9017138153739251,0.02638002150988187,0.4085757575757576,0.0988394316126209,0.01609195402298848,0.013105464656311908,0.0,0.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.008318903308077
0.2,Top15,0.18092105263157895,0.4045517722450278,0.18092105263157895,0.4045517722450278,0.12467532467532468,0.2787825010908829,0.0528735632183908,0.11822888156895438,0.02222222222222222,0.049690399499995326,0.07368421052631578,0.16476290360524765,0.05915492957746478,0.13227444373942415,0.05411764705882351,0.12101073760587094
0.2,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top50,0.27760865392817535,0.416823176871296,0.27760865392817535,0.416823176871296,0.10978354978354979,0.1804342298727103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top60,0.2830442087806581,0.4167734214598641,0.2830442087806581,0.4167734214598641,0.08346320346320343,0.15212567164482396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top70,0.2866280376247229,0.2619794446116656,0.2866280376247229,0.2619794446116656,0.04245887445887444,0.05450220232506448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top80,0.4719455807133969,0.07023277973300564,0.4719455807133969,0.07023277973300564,0.0612445887445887,0.031067040451537964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,Top90,0.517392501332231,0.24038518113998747,0.517392501332231,0.24038518113998747,0.1295930735930736,0.16403140261496735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top10,0.5544954646144296,0.5065161243548107,0.5544954646144296,0.5065161243548107,0.36952380952380953,0.3434782733493322,0.20919540229885056,0.20696039883311773,0.22222222222222224,0.2222222222222222,0.2578947368421053,0.2581094702155627,0.2084507042253521,0.21136148149075007,0.21411764705882352,0.21183005527624993
0.3,Top100,0.932341690598728,0.014134977496036266,0.932341690598728,0.014134977496036266,0.4297445887445887,0.0636182801116431,0.01379310344827584,0.018886984741557422,0.0,0.0,0.0,0.0,0.0,0.0,0.01176470588235292,0.014408763192842214
0.3,Top120,0.947117604455473,0.02187705257192603,0.947117604455473,0.02187705257192603,0.5086774891774892,0.09570802389642655,0.02758620689655168,0.013105464656311908,0.0,0.0,0.0,0.0,0.0,0.0,0.02352941176470582,0.008318903308077037
0.3,Top130,0.9597339307188927,0.008169087916668495,0.9597339307188927,0.008169087916668495,0.5090800865800865,0.09662786104874654,0.02758620689655168,0.013105464656311908,0.0,0.0,0.0,0.0,0.0,0.0,0.02352941176470582,0.008318903308077037
0.3,Top140,0.953487995102256,0.01090814270528177,0.953487995102256,0.01090814270528177,0.5248160173160172,0.08764737392996239,0.03218390804597696,0.018886984741557426,0.0,0.0,0.0,0.0,0.0028169014084507,0.006298783035210666,0.028235294117647004,0.0134138285305781
0.3,Top15,0.18848684210526317,0.421469391811638,0.18848684210526317,0.421469391811638,0.13766233766233765,0.3078223449545165,0.07586206896551724,0.1696327431206737,0.04444444444444444,0.09938079899999065,0.09473684210526315,0.21183801892103268,0.076056338028169,0.17006714195068823,0.0776470588235294,0.1736241017823366
0.3,Top20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,Top50,0.38436886889021576,0.5264173286541806,0.38436886889021576,0.5264173286541806,0.20481385281385284,0.2868757293261063,0.0114942528735632,0.016255328303138996,0.0,0.0,0.0,0.0,0.0028169014084507,0.006298783035210666,0.01176470588235292,0.01663780661615404
0.3,Top60,0.3831282185563411,0.5247398285307138,0.3831282185563411,0.5247398285307138,0.18361904761904763,0.26368950338421004,0.009195402298850559,0.014986672195868135,0.0,0.0,0.0,0.0,0.0028169014084507,0.006298783035210666,0.00941176470588234,0.015339299776947398
0.3,Top70,0.5432326110780794,0.49608112871135324,0.5432326110780794,0.49608112871135324,0.2009350649350649,0.1850417433127968,0.00689655172413792,0.010280772310343843,0.0,0.0,0.0,0.0,0.0,0.0,0.00705882352941174,0.01052267283529309
0.3,Top80,0.8901277912309418,0.04007431945487813,0.8901277912309418,0.04007431945487813,0.3056341991341991,0.08649590184815001,0.01379310344827584,0.00961678191418476,0.0,0.0,0.0,0.0,0.0,0.0,0.01411764705882348,0.00984305913569497
0.3,Top90,0.9087860810395407,0.047983224336495225,0.9087860810395407,0.047983224336495225,0.3453593073593073,0.14707822756069178,0.0114942528735632,0.008127664151569498,0.0,0.0,0.0,0.0,0.0,0.0,0.0117647058823529,0.008318903308077
0.4,Top10,0.5740841176768494,0.5240699052065241,0.5740841176768494,0.5240699052065241,0.3987186147186147,0.36704209302597035,0.26206896551724135,0.2418441064116531,0.24444444444444446,0.2533723166886973,0.3052631578947368,0.2910245537041948,0.2619718309859155,0.2430546857026531,0.26352941176470585,0.24361748904554886
0.4,Top100,0.9679894215125289,0.004489027386447383,0.9679894215125289,0.004489027386447383,0.5211190476190476,0.061712590915882166,0.03218390804597696,0.014986672195868135,0.0,0.0,0.0,0.0,0.0028169014084507,0.006298783035210666,0.02823529411764698,0.010522672835293137
