threshold,topN,train_FP,train_FP_std,val_FP,val_FP_std,test_FP,test_FP_std,ext_FP,ext_FP_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.85,Top40,9.6,2.073644135332772,9.6,2.073644135332772,23.4,7.197221686178632,48.2,7.362064927722384,5.6,1.3416407864998738,26.0,4.69041575982343,41.8,6.760177512462229,46.4,7.3006848993775915
0.85,Top50,6.8,6.300793600809347,6.8,6.300793600809347,23.0,6.442049363362563,46.0,9.617692030835673,5.4,1.51657508881031,25.4,6.9498201415576215,39.6,8.677557259966655,44.6,9.126883367283709
0.85,Top60,5.4,4.722287581247038,5.4,4.722287581247038,22.4,8.142481194328912,47.8,10.52140675005011,6.2,1.7888543819998317,27.2,7.049822692805827,42.0,9.82344135219425,46.4,10.21273714534943
0.85,Top70,2.8,3.8340579025361623,2.8,3.8340579025361623,21.0,6.4031242374328485,47.6,8.203657720797473,6.4,1.3416407864998738,28.8,4.494441010848846,42.4,7.092249290598858,46.4,7.46993975879324
0.85,Top80,1.0,1.0,1.0,1.0,19.8,4.604345773288535,43.0,4.472135954999579,5.8,1.3038404810405297,27.0,4.123105625617661,37.8,4.658325879540847,41.8,4.381780460041329
0.85,Top90,1.2,0.8366600265340756,1.2,0.8366600265340756,20.0,4.898979485566356,48.2,5.932958789676531,6.0,1.224744871391589,29.4,4.615192303685731,42.4,6.066300355241241,46.8,5.805170109479997
0.9,Top10,3.8,3.1144823004794873,3.8,3.1144823004794873,13.0,6.519202405202649,16.8,4.969909455915671,1.0,0.0,7.2,1.7888543819998317,12.2,3.7682887362833544,16.0,4.301162633521313
0.9,Top100,0.4,0.5477225575051661,0.4,0.5477225575051661,16.8,3.8340579025361627,41.0,6.2048368229954285,5.4,0.8944271909999159,24.0,3.7416573867739413,36.0,4.949747468305833,40.0,5.522680508593631
0.9,Top120,0.6,0.8944271909999159,0.6,0.8944271909999159,17.4,4.277849927241488,40.4,7.76530746332687,5.6,1.3416407864998738,24.4,5.412947441089743,35.4,7.368853370776216,39.2,7.5630681604756145
0.9,Top130,0.6,0.8944271909999159,0.6,0.8944271909999159,17.0,4.183300132670378,41.0,8.366600265340756,5.4,1.51657508881031,24.0,5.958187643906492,36.0,7.968688725254614,40.0,8.093207028119323
0.9,Top140,0.6,0.8944271909999159,0.6,0.8944271909999159,17.2,4.43846820423443,44.2,7.293833011524187,5.8,1.3038404810405297,26.8,4.764451699828639,39.2,6.496152707564686,43.2,6.870225614927066
0.9,Top15,8.0,4.898979485566356,8.0,4.898979485566356,13.8,5.674504383644443,22.6,3.911521443121589,1.6,0.5477225575051661,10.0,2.345207879911715,17.6,3.6469165057620936,21.8,3.6331804249169894
0.9,Top20,6.6,2.6076809620810595,6.6,2.6076809620810595,15.0,7.176350047203662,26.6,5.504543577809154,2.6,1.51657508881031,13.2,2.588435821108957,21.6,5.458937625582473,25.4,5.412947441089743
0.9,Top25,6.2,3.346640106136302,6.2,3.346640106136302,17.6,7.162401831787993,30.8,6.180614856144977,3.4,1.140175425099138,15.4,2.8809720581775866,26.0,5.656854249492381,29.4,5.89915248150105
0.9,Top30,5.0,2.345207879911715,5.0,2.345207879911715,17.8,7.19027120489902,29.8,5.06951674225463,3.8,1.4832396974191326,16.2,3.1144823004794873,25.0,4.301162633521313,28.4,4.61519230368573
0.9,Top40,4.0,1.8708286933869707,4.0,1.8708286933869707,18.4,6.54217089351845,35.8,3.898717737923586,5.0,0.7071067811865476,21.0,2.5495097567963922,31.0,3.3166247903554,34.4,3.361547262794322
0.9,Top50,3.8,3.271085446759225,3.8,3.271085446759225,19.0,6.284902544988268,37.6,7.797435475847171,5.2,1.7888543819998317,22.6,7.197221686178632,32.8,7.628892449104261,36.2,7.362064927722384
0.9,Top60,3.0,2.8284271247461903,3.0,2.8284271247461903,18.2,7.395944834840239,38.0,9.797958971132712,4.8,2.1679483388678804,21.8,7.791020472312982,33.4,9.071934744033381,36.8,9.038805230781334
0.9,Top70,0.8,0.8366600265340756,0.8,0.8366600265340756,16.4,4.560701700396552,37.6,6.426507605223851,5.6,1.3416407864998738,23.4,5.458937625582473,33.2,5.540758070878027,36.6,5.412947441089743
0.9,Top80,0.4,0.5477225575051661,0.4,0.5477225575051661,16.2,4.494441010848846,34.4,4.03732584763727,5.2,1.0954451150103321,21.6,4.09878030638384,30.4,4.03732584763727,33.4,3.7148351242013424
0.9,Top90,0.2,0.4472135954999579,0.2,0.4472135954999579,17.8,3.7013511046643495,39.2,5.6302753041037,5.8,1.3038404810405297,25.2,4.969909455915671,34.8,5.263078946776307,38.2,5.357238094391549
0.95,Top10,0.6,0.5477225575051661,0.6,0.5477225575051661,9.0,4.69041575982343,6.2,2.16794833886788,0.6,0.5477225575051661,3.8,1.3038404810405297,4.6,1.9493588689617927,6.0,2.449489742783178
0.95,Top100,0.0,0.0,0.0,0.0,12.2,3.5637059362410923,27.0,2.345207879911715,4.6,0.5477225575051662,18.2,1.7888543819998317,24.4,1.949358868961793,26.6,2.073644135332772
0.95,Top120,0.0,0.0,0.0,0.0,12.2,3.6331804249169903,29.2,4.919349550499537,4.6,0.8944271909999159,19.8,4.43846820423443,26.6,4.929503017546495,29.0,5.0990195135927845
0.95,Top130,0.0,0.0,0.0,0.0,12.6,3.2093613071762426,28.6,4.722287581247038,4.2,1.3038404810405297,18.6,4.929503017546495,25.8,5.019960159204453,28.0,4.949747468305833
0.95,Top140,0.0,0.0,0.0,0.0,12.8,4.43846820423443,31.8,5.403702434442518,4.6,0.8944271909999159,20.6,4.39317652729776,28.6,5.594640292279746,31.4,5.594640292279746
0.95,Top15,1.0,0.7071067811865476,1.0,0.7071067811865476,8.6,4.09878030638384,9.2,1.9235384061671346,0.8,0.4472135954999579,5.2,1.3038404810405297,7.0,1.224744871391589,9.0,1.5811388300841898
0.95,Top20,0.8,0.8366600265340756,0.8,0.8366600265340756,8.8,5.06951674225463,9.8,1.4832396974191326,1.0,0.0,5.8,0.8366600265340756,7.8,1.3038404810405297,9.6,1.51657508881031
0.95,Top25,1.4,1.140175425099138,1.4,1.140175425099138,10.4,4.979959839195493,14.8,2.16794833886788,1.0,0.0,8.6,0.8944271909999157,11.8,2.04939015319192,14.4,2.4083189157584592
0.95,Top30,0.8,0.4472135954999579,0.8,0.4472135954999579,9.8,4.604345773288535,15.2,3.420526275297414,1.6,1.3416407864998738,9.6,2.6076809620810595,12.4,3.361547262794322,14.6,3.7815340802378072
0.95,Top40,0.6,0.5477225575051661,0.6,0.5477225575051661,10.8,4.711687595755898,20.8,2.9495762407505257,2.6,1.3416407864998738,12.0,2.5495097567963922,18.0,2.9154759474226504,20.2,3.3466401061363023
0.95,Top50,0.6,0.5477225575051661,0.6,0.5477225575051661,10.8,3.2710854467592254,22.8,5.630275304103699,2.8,1.4832396974191326,13.2,4.324349662087931,19.4,5.458937625582473,22.0,5.787918451395113
0.95,Top60,0.4,0.5477225575051661,0.4,0.5477225575051661,11.2,3.271085446759225,22.6,5.856620185738529,3.0,2.0,13.4,4.61519230368573,19.4,6.148170459575759,21.8,6.1400325732035
0.95,Top70,0.0,0.0,0.0,0.0,10.6,3.2093613071762426,21.2,4.868264577855234,3.2,1.7888543819998317,13.2,4.764451699828638,18.8,5.263078946776307,20.8,5.263078946776307
0.95,Top80,0.0,0.0,0.0,0.0,11.2,2.8635642126552705,22.6,3.781534080237808,3.6,1.6733200530681511,14.6,3.5071355833500366,20.0,4.242640687119285,22.2,3.8987177379235853
0.95,Top90,0.0,0.0,0.0,0.0,11.8,2.7748873851023212,26.6,4.03732584763727,4.4,1.140175425099138,18.0,3.082207001484488,24.0,4.123105625617661,26.2,4.147288270665545
