threshold,topN,train_TP,train_TP_std,val_TP,val_TP_std,test_TP,test_TP_std,ext_TP,ext_TP_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.6,Top90,2162.4,7.16240183178798,2162.4,7.16240183178798,263.2,4.868264577855235,351.8,0.8366600265340772,2.2,0.8366600265340756,24.2,0.8366600265340756,149.2,0.8366600265340751,288.2,0.8366600265340751
0.6,Top60,2162.6,6.767569726275449,2162.6,6.767569726275449,266.0,3.9370039370059056,351.6,1.9493588689617911,2.0,1.4142135623730951,24.0,1.414213562373095,148.8,1.7888543819998306,287.8,1.7888543819998306
0.2,Top15,2162.4,6.877499545619746,2162.4,6.877499545619746,267.4,4.50555213042752,351.4,3.577708763999661,2.6,0.8944271909999159,24.0,2.2360679774997894,148.4,3.577708763999665,287.4,3.577708763999661
0.6,Top70,2162.4,7.16240183178798,2162.4,7.16240183178798,264.8,3.768288736283357,351.0,1.870828693386967,1.4,1.51657508881031,23.4,1.5165750888103104,148.4,1.516575088810308,287.4,1.5165750888103162
0.6,Top80,2162.4,7.16240183178798,2162.4,7.16240183178798,263.2,5.215361924162116,351.0,1.5811388300841898,1.4,1.3416407864998738,23.4,1.3416407864998738,148.4,1.341640786499874,287.4,1.341640786499874
0.3,Top15,2162.2,7.014271166700112,2162.2,7.014271166700112,267.2,4.764451699828642,350.8,4.919349550499533,2.6,0.8944271909999159,24.0,2.2360679774997894,147.8,4.919349550499539,286.8,4.919349550499533
0.6,Top50,2162.4,7.16240183178798,2162.4,7.16240183178798,265.6,4.159326868617084,350.8,3.0331501776206182,2.0,1.4142135623730951,24.0,1.414213562373095,148.0,2.8284271247461894,287.0,2.828427124746191
0.6,Top130,2161.6,6.693280212272631,2161.6,6.693280212272631,262.4,5.029910535983712,350.4,1.8165902124584967,1.8,1.095445115010332,23.8,1.0954451150103324,148.0,1.4142135623730951,287.0,1.4142135623730951
0.8,Top40,2162.6,7.092249290598851,2162.6,7.092249290598851,262.4,5.412947441089738,350.4,0.54772255750517,0.8,0.4472135954999579,22.8,0.4472135954999581,147.6,0.5477225575051667,286.6,0.5477225575051635
0.7,Top100,2161.6,6.503845016603652,2161.6,6.503845016603652,261.4,4.335896677735758,350.4,1.673320053068157,1.8,1.095445115010332,23.8,1.095445115010332,148.0,1.4142135623730951,287.0,1.4142135623730951
0.4,Top15,2162.0,7.176350047203652,2162.0,7.176350047203652,267.2,4.764451699828642,350.2,6.260990336999408,2.4,1.3416407864998738,23.8,2.683281572999748,147.6,5.366563145999495,286.6,5.366563145999494
0.6,Top140,2161.8,6.7230945255886185,2161.8,6.7230945255886185,262.2,4.868264577855231,350.2,2.774887385102317,2.0,1.0,24.0,1.0,147.6,2.3021728866442657,286.6,2.302172886644271
0.7,Top60,2161.6,7.569676347110245,2161.6,7.569676347110245,264.8,4.324349662087929,350.0,3.741657386773941,1.6,1.51657508881031,23.6,1.5165750888103098,147.4,3.2093613071762417,286.4,3.209361307176246
0.2,Top10,2162.4,6.877499545619746,2162.4,6.877499545619746,266.0,3.316624790355404,349.6,4.774934554525325,2.4,0.8944271909999159,23.2,2.4899799195977463,146.6,4.77493455452533,285.6,4.774934554525325
0.7,Top50,2161.2,8.105553651663804,2161.2,8.105553651663804,264.0,4.472135954999581,349.6,4.277849927241486,1.6,1.51657508881031,23.6,1.51657508881031,147.0,3.7416573867739418,286.0,3.741657386773941
0.7,Top90,2162.0,6.819090848492928,2162.0,6.819090848492928,261.2,5.069516742254631,349.6,1.1401754250991367,0.6,0.5477225575051661,22.6,0.5477225575051665,147.2,0.8366600265340751,286.2,0.8366600265340751
0.7,Top70,2162.2,7.563068160475659,2162.2,7.563068160475659,262.2,4.207136793592523,349.4,2.30217288664427,0.6,0.8944271909999159,22.6,0.8944271909999157,146.8,1.9235384061671352,285.8,1.9235384061671297
0.5,Top15,2161.6,7.569676347110245,2161.6,7.569676347110245,267.2,4.764451699828642,349.2,8.497058314499206,2.4,1.3416407864998738,23.8,2.683281572999748,146.6,7.602631123499287,285.6,7.60263112349928
0.8,Top25,2162.6,7.092249290598851,2162.6,7.092249290598851,263.4,4.774934554525327,349.2,2.489979919597748,0.6,0.5477225575051661,22.6,0.547722557505166,146.4,2.6076809620810577,285.4,2.6076809620810644
0.8,Top20,2162.2,6.906518659932855,2162.2,6.906518659932855,263.2,3.9623225512317872,349.2,2.489979919597748,0.6,0.5477225575051661,22.6,0.547722557505166,146.4,2.6076809620810577,285.4,2.6076809620810644
0.7,Top130,2160.2,6.942621983083936,2160.2,6.942621983083936,260.2,6.058052492344381,348.8,1.4832396974191324,1.2,0.8366600265340756,23.2,0.8366600265340756,146.6,1.5165750888103098,285.6,1.5165750888103116
0.8,Top30,2162.6,7.092249290598851,2162.6,7.092249290598851,262.8,5.357238094391549,348.6,2.607680962081054,0.6,0.5477225575051661,22.6,0.547722557505166,145.8,2.774887385102321,284.8,2.774887385102321
0.7,Top120,2161.0,6.819090848492928,2161.0,6.819090848492928,260.8,5.80517010948,348.6,1.5165750888103116,1.0,1.0,23.0,0.9999999999999996,146.2,1.3038404810405282,285.2,1.3038404810405282
0.7,Top140,2161.0,6.519202405202649,2161.0,6.519202405202649,260.8,5.069516742254636,348.6,1.8165902124584885,1.6,0.894427190999916,23.6,0.8944271909999162,146.4,1.816590212458498,285.4,1.8165902124584885
0.3,Top10,2162.4,6.877499545619746,2162.4,6.877499545619746,265.6,3.209361307176245,348.4,5.458937625582475,2.0,1.0,22.8,2.588435821108957,145.4,5.458937625582472,284.4,5.458937625582475
0.6,Top15,2160.8,8.584870412533876,2160.8,8.584870412533876,265.6,5.366563145999503,348.4,10.28591269649903,2.4,1.3416407864998738,23.6,3.130495168499705,145.8,9.391485505499116,284.8,9.391485505499116
0.85,Top40,2162.0,6.819090848492928,2162.0,6.819090848492928,260.8,5.11859355682789,348.0,2.345207879911715,0.6,0.5477225575051661,22.6,0.547722557505166,145.4,2.0736441353327733,284.4,2.0736441353327706
0.7,Top80,2161.6,7.127411872482213,2161.6,7.127411872482213,261.4,5.36656314599949,347.4,0.8944271909999183,0.0,0.0,22.0,0.0,144.8,0.4472135954999591,283.8,0.4472135954999531
0.7,Top15,2159.6,10.50238068249292,2159.6,10.50238068249292,264.6,5.319774431308152,346.8,11.67047556871612,1.8,1.3038404810405295,23.0,2.91547594742265,144.4,10.334408546211051,283.2,10.779610382569492
0.85,Top25,2162.2,6.760177512462234,2162.2,6.760177512462234,261.0,5.1478150704935,346.8,3.4928498393145926,0.6,0.5477225575051661,22.6,0.547722557505166,144.2,3.271085446759224,283.2,3.271085446759228
0.8,Top50,2159.8,9.934787365615808,2159.8,9.934787365615808,261.0,5.0,346.6,5.0299105359837135,0.6,0.5477225575051661,22.6,0.547722557505166,144.2,4.7116875957559,283.2,4.7116875957558975
0.8,Top60,2159.4,9.343446901438448,2159.4,9.343446901438448,261.0,5.147815070493502,346.6,5.3197744313081525,0.6,0.5477225575051661,22.6,0.547722557505166,144.2,4.969909455915672,283.2,4.969909455915672
0.85,Top20,2157.0,7.416198487095686,2157.0,7.416198487095686,258.8,6.41872261435249,346.6,3.2863353450309907,0.2,0.4472135954999579,22.2,0.4472135954999581,143.8,3.3466401061363023,282.8,3.3466401061363023
0.8,Top100,2160.8,7.293833011524163,2160.8,7.293833011524163,259.0,5.338539126015657,346.4,0.8944271909999183,0.0,0.0,22.0,0.0,144.2,0.8366600265340751,283.2,0.8366600265340751
0.8,Top90,2159.8,8.136338242723172,2159.8,8.136338242723172,258.4,4.560701700396546,346.2,1.7888543819998366,0.0,0.0,22.0,0.0,144.0,1.870828693386968,283.0,1.8708286933869755
0.85,Top30,2161.6,7.021395872616813,2161.6,7.021395872616813,259.8,5.069516742254633,345.8,3.033150177620621,0.0,0.0,22.0,0.0,143.2,2.7748873851023226,282.2,2.774887385102317
0.8,Top70,2160.2,9.011104260855088,2160.2,9.011104260855088,259.6,3.8470768123342736,345.6,4.44971909225739,0.2,0.4472135954999579,22.2,0.4472135954999578,143.2,3.962322551231794,282.2,3.962322551231786
0.4,Top10,2161.2,7.463243262818146,2161.2,7.463243262818146,264.4,2.408318915758457,345.4,7.536577472566714,1.6,1.3416407864998738,21.4,3.361547262794322,142.8,7.259476565152613,281.8,7.259476565152613
0.8,Top130,2158.2,8.526429498916904,2158.2,8.526429498916904,257.6,5.683308895353132,345.2,2.167948338867879,0.2,0.4472135954999579,22.2,0.4472135954999578,143.0,2.0000000000000013,282.0,1.9999999999999971
0.85,Top100,2157.8,7.014271166700054,2157.8,7.014271166700054,257.2,4.868264577855232,345.2,2.683281572999749,0.0,0.0,22.0,0.0,143.0,2.549509756796392,282.0,2.549509756796392
0.85,Top50,2157.8,11.454256850621054,2157.8,11.454256850621054,259.0,6.123724356957943,345.0,5.5677643628300215,0.6,0.5477225575051661,22.6,0.547722557505166,142.6,5.176871642217915,281.6,5.176871642217911
0.8,Top120,2159.2,8.167006795638184,2159.2,8.167006795638184,257.8,6.418722614352488,345.0,1.4142135623730951,0.0,0.0,22.0,0.0,142.8,1.3038404810405295,281.8,1.3038404810405295
0.8,Top140,2159.0,7.176350047203652,2159.0,7.176350047203652,257.4,5.813776741499446,345.0,2.0,0.2,0.447213595499958,22.2,0.4472135954999576,142.8,1.9235384061671343,281.8,1.9235384061671343
0.85,Top60,2158.0,8.366600265340761,2158.0,8.366600265340761,257.8,4.816637831516922,344.2,6.723094525588644,0.4,0.5477225575051661,22.4,0.547722557505166,141.8,6.340346993658943,280.8,6.340346993658941
0.8,Top15,2155.6,12.054044964243346,2155.6,12.054044964243346,261.8,4.604345773288538,343.8,12.83354978172446,0.6,0.5477225575051661,21.4,3.049590136395381,141.4,11.50217370760849,280.2,11.94571052721436
0.85,Top90,2157.4,9.126883367283696,2157.4,9.126883367283696,256.6,4.878524367060193,343.8,2.280350850198276,0.0,0.0,22.0,0.0,141.8,2.280350850198276,280.8,2.280350850198276
0.85,Top120,2157.2,8.526429498916904,2157.2,8.526429498916904,257.2,6.058052492344381,343.2,2.5884358211089533,0.0,0.0,22.0,0.0,141.2,2.5884358211089595,280.2,2.5884358211089533
0.85,Top130,2155.4,7.92464510246357,2155.4,7.92464510246357,256.8,5.761944116355173,343.2,1.9235384061671352,0.0,0.0,22.0,0.0,141.4,1.8165902124584925,280.4,1.8165902124585007
0.5,Top10,2160.4,7.46993975879324,2160.4,7.46993975879324,263.6,2.509980079602228,343.0,10.024968827881713,1.2,1.6431676725154984,20.8,3.898717737923585,140.8,9.257429448826493,279.8,9.25742944882649
0.8,Top80,2158.8,8.438009243891575,2158.8,8.438009243891575,258.2,4.969909455915671,343.0,1.5811388300841898,0.0,0.0,22.0,0.0,140.8,1.3038404810405282,279.8,1.3038404810405282
0.85,Top140,2155.8,8.043631020876049,2155.8,8.043631020876049,257.2,5.540758070878025,343.0,2.449489742783184,0.0,0.0,22.0,0.0,141.0,2.449489742783175,280.0,2.449489742783184
0.85,Top70,2157.0,10.41633332799982,2157.0,10.41633332799982,256.0,4.527692569068709,342.6,4.505552130427522,0.0,0.0,22.0,0.0,140.2,4.086563348340511,279.2,4.086563348340511
0.9,Top40,2159.8,6.906518659932792,2159.8,6.906518659932792,256.6,4.393176527297766,342.0,2.828427124746186,0.0,0.0,22.0,0.0,139.4,2.607680962081058,278.4,2.607680962081061
0.6,Top10,2157.6,9.528903399657294,2157.6,9.528903399657294,262.6,3.0495901363953832,341.0,11.510864433221338,1.2,1.6431676725154984,20.8,3.898717737923585,138.8,10.709808588392228,277.6,10.990905331227266
0.85,Top15,2148.6,11.41490254010083,2148.6,11.41490254010083,257.8,5.761944116355179,340.8,13.21741275741966,0.4,0.5477225575051661,21.2,2.9495762407505253,138.8,12.029131306956456,277.4,12.461942063739508
0.9,Top140,2152.6,7.402702209328713,2152.6,7.402702209328713,254.4,3.781534080237808,340.8,3.033150177620621,0.0,0.0,22.0,0.0,139.0,3.1622776601683773,278.0,3.162277660168383
0.9,Top100,2153.6,8.080841540334784,2153.6,8.080841540334784,253.8,3.492849839314599,340.6,3.130495168499704,0.0,0.0,22.0,0.0,139.0,3.0000000000000027,277.8,3.0331501776206253
0.9,Top25,2155.0,4.898979485566368,2155.0,4.898979485566368,255.0,5.196152422706632,340.4,7.127411872482186,0.0,0.0,21.6,0.547722557505166,137.8,6.978538528947161,276.8,6.978538528947161
0.9,Top60,2154.6,7.861297602813437,2154.6,7.861297602813437,255.4,4.505552130427525,340.2,5.630275304103702,0.0,0.0,21.8,0.4472135954999576,137.8,5.2630789467763055,276.8,5.26307894677631
0.9,Top120,2153.4,8.049844718999232,2153.4,8.049844718999232,255.0,4.358898943540671,340.2,3.11448230047949,0.0,0.0,22.0,0.0,138.4,3.209361307176245,277.4,3.2093613071762364
