threshold,topN,train_TN,train_TN_std,val_TN,val_TN_std,test_TN,test_TN_std,ext_TN,ext_TN_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.9,Top120,605.6,7.197221686178641,605.6,7.197221686178641,60.8,5.118593556827892,46.6,7.76530746332687,3.4,1.3416407864998738,13.6,5.412947441089743,35.6,7.368853370776216,45.8,7.5630681604756145
0.9,Top130,605.6,7.197221686178641,605.6,7.197221686178641,61.2,5.167204273105524,46.0,8.366600265340756,3.6,1.51657508881031,14.0,5.958187643906492,35.0,7.968688725254614,45.0,8.093207028119323
0.9,Top140,605.6,7.197221686178641,605.6,7.197221686178641,61.0,5.0990195135927845,42.8,7.293833011524187,3.2,1.3038404810405297,11.2,4.764451699828639,31.8,6.496152707564686,41.8,6.870225614927066
0.9,Top15,598.2,10.281050529979906,598.2,10.281050529979906,64.4,6.34822809924155,64.4,3.9115214431215906,7.4,0.5477225575051662,28.0,2.3452078799117144,53.4,3.646916505762094,63.2,3.63318042491699
0.9,Top20,599.6,7.700649323271377,599.6,7.700649323271377,63.2,8.07465169527454,60.4,5.504543577809153,6.4,1.51657508881031,24.8,2.588435821108957,49.4,5.458937625582473,59.6,5.412947441089743
0.9,Top25,600.0,8.66025403784438,600.0,8.66025403784438,60.6,8.080841540334768,56.2,6.180614856144977,5.6,1.140175425099138,22.6,2.8809720581775866,45.0,5.656854249492381,55.6,5.89915248150105
0.9,Top30,601.2,7.886697661252141,601.2,7.886697661252141,60.4,7.76530746332687,57.2,5.06951674225463,5.2,1.4832396974191326,21.8,3.1144823004794873,46.0,4.301162633521313,56.6,4.61519230368573
0.9,Top40,602.2,7.75886589650834,602.2,7.75886589650834,59.8,7.5960516059331775,51.2,3.898717737923586,4.0,0.7071067811865476,17.0,2.5495097567963922,40.0,3.3166247903554003,50.6,3.361547262794322
0.9,Top50,602.4,9.289779329994872,602.4,9.289779329994872,59.2,7.293833011524187,49.4,7.797435475847171,3.8,1.7888543819998317,15.4,7.197221686178632,38.2,7.628892449104261,48.8,7.362064927722384
0.9,Top60,603.2,6.9065186599328054,603.2,6.9065186599328054,60.0,8.031189202104505,49.0,9.797958971132712,4.2,2.16794833886788,16.2,7.791020472312982,37.6,9.071934744033381,48.2,9.038805230781335
0.9,Top70,605.4,6.804410334481597,605.4,6.804410334481597,61.8,5.585696017507577,49.4,6.426507605223851,3.4,1.3416407864998738,14.6,5.458937625582473,37.8,5.540758070878028,48.4,5.412947441089743
0.9,Top80,605.8,6.418722614352479,605.8,6.418722614352479,62.0,5.70087712549569,52.6,4.03732584763727,3.8,1.0954451150103321,16.4,4.09878030638384,40.6,4.03732584763727,51.6,3.714835124201342
0.9,Top90,606.0,6.819090848492933,606.0,6.819090848492933,60.4,5.128352561983235,47.8,5.6302753041037,3.2,1.3038404810405297,12.8,4.969909455915671,36.2,5.263078946776307,46.8,5.357238094391549
0.95,Top10,605.6,6.985699678629196,605.6,6.985699678629196,69.2,6.0166435825965285,80.8,2.1679483388678804,8.4,0.5477225575051661,34.2,1.3038404810405289,66.4,1.9493588689617913,79.0,2.4494897427831783
0.95,Top100,606.2,6.685805860178723,606.2,6.685805860178723,66.0,4.301162633521313,60.0,2.345207879911715,4.4,0.5477225575051662,19.8,1.7888543819998317,46.6,1.9493588689617927,58.4,2.073644135332772
0.95,Top120,606.2,6.685805860178723,606.2,6.685805860178723,66.0,3.9370039370059065,57.8,4.919349550499538,4.4,0.8944271909999159,18.2,4.43846820423443,44.4,4.929503017546495,56.0,5.0990195135927845
0.95,Top130,606.2,6.685805860178723,606.2,6.685805860178723,65.6,4.393176527297761,58.4,4.722287581247038,4.8,1.3038404810405297,19.4,4.929503017546495,45.2,5.019960159204453,57.0,4.949747468305833
0.95,Top140,606.2,6.685805860178723,606.2,6.685805860178723,65.4,4.615192303685729,55.2,5.403702434442518,4.4,0.8944271909999159,17.4,4.39317652729776,42.4,5.594640292279746,53.6,5.594640292279745
0.95,Top15,605.2,6.8337398253079575,605.2,6.8337398253079575,69.6,5.594640292279747,77.8,1.923538406167134,8.2,0.44721359549995787,32.8,1.3038404810405297,64.0,1.2247448713915896,76.0,1.5811388300841898
0.95,Top20,605.4,6.804410334481597,605.4,6.804410334481597,69.4,5.941380311005178,77.2,1.4832396974191326,8.0,0.0,32.2,0.8366600265340751,63.2,1.303840481040529,75.4,1.5165750888103098
0.95,Top25,604.8,6.68580586017871,604.8,6.68580586017871,67.8,5.890670590009257,72.2,2.1679483388678804,8.0,0.0,29.4,0.8944271909999162,59.2,2.0493901531919194,70.6,2.4083189157584597
0.95,Top30,605.4,6.767569726275445,605.4,6.767569726275445,68.4,5.128352561983233,71.8,3.420526275297413,7.4,1.3416407864998738,28.4,2.6076809620810595,58.6,3.3615472627943217,70.4,3.7815340802378077
0.95,Top40,605.6,6.655824516917498,605.6,6.655824516917498,67.4,5.941380311005179,66.2,2.949576240750526,6.4,1.3416407864998738,26.0,2.5495097567963922,53.0,2.9154759474226504,64.8,3.3466401061363027
0.95,Top50,605.6,7.162401831787997,605.6,7.162401831787997,67.4,4.827007354458867,64.2,5.630275304103699,6.2,1.4832396974191326,24.8,4.324349662087931,51.6,5.458937625582472,63.0,5.787918451395113
0.95,Top60,605.8,6.418722614352479,605.8,6.418722614352479,67.0,4.949747468305833,64.4,5.856620185738527,6.0,2.0,24.6,4.61519230368573,51.6,6.148170459575759,63.2,6.1400325732035
0.95,Top70,606.2,6.685805860178723,606.2,6.685805860178723,67.6,5.319774431308156,65.8,4.868264577855235,5.8,1.7888543819998317,24.8,4.764451699828639,52.2,5.263078946776306,64.2,5.263078946776306
0.95,Top80,606.2,6.685805860178723,606.2,6.685805860178723,67.0,4.0620192023179795,64.4,3.781534080237808,5.4,1.6733200530681511,23.4,3.5071355833500366,51.0,4.242640687119286,62.8,3.898717737923586
0.95,Top90,606.2,6.685805860178723,606.2,6.685805860178723,66.4,2.7018512172212574,60.4,4.037325847637271,4.6,1.140175425099138,20.0,3.082207001484488,47.0,4.123105625617661,58.8,4.147288270665545
