threshold,topN,train_EF_0.01,train_EF_0.01_std,val_EF_0.01,val_EF_0.01_std,test_EF_0.01,test_EF_0.01_std,ext_EF_0.01,ext_EF_0.01_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
0.1,Top10,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top100,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.196600566572238,0.11148667536542856,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top120,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.196600566572238,0.11148667536542856,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top130,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.196600566572238,0.11148667536542856,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top140,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top15,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top20,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top25,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top30,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top40,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top50,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top60,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top70,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top80,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.225164993564203,0.1320784595359576,1.196600566572238,0.11148667536542856,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.1,Top90,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.225164993564203,0.1320784595359576,1.196600566572238,0.11148667536542856,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.2,Top10,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.246458923512748,0.0,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
0.2,Top100,1.280294627990138,0.003967633992230256,1.280294627990138,0.003967633992230256,1.2911345753132526,0.01857570757778124,1.196600566572238,0.11148667536542856,0.0,0.0,2.52,0.0,1.4733333333333332,0.0,1.2941176470588236,0.0
