model,feat,train_TN,train_TN_std,val_TN,val_TN_std,test_TN,test_TN_std,ext_TN,ext_TN_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
rf,Kappa,594.2,10.401922899156686,594.2,10.401922899156686,44.0,3.741657386773941,19.2,2.9495762407505253,0.0,0.0,2.4,0.5477225575051662,13.4,2.3021728866442674,18.4,2.7928480087537886
rf,TorsionFP,603.2,6.833739825307965,603.2,6.833739825307965,54.8,5.848076606885378,18.8,3.9623225512317903,0.0,0.0,4.0,1.5811388300841898,10.6,3.911521443121589,18.0,3.8729833462074175
DMPNN,TorsionFP,514.0,92.76733141455443,514.0,92.76733141455443,52.4,6.4152595859836845,18.8,4.9170903772228725,0.4,0.5163977794943222,2.4,1.07496769977314,10.2,4.077035960378842,18.0,4.570436400267363
svm,Property,119.0,18.801595676963164,119.0,18.801595676963164,16.2,3.898717737923585,18.8,1.6431676725154984,1.0,0.0,1.0,0.0,9.8,1.6431676725154984,18.8,1.6431676725154984
svm,TorsionFP,461.0,11.202678251204045,461.0,11.202678251204045,49.4,7.63544366752843,18.0,5.70087712549569,1.2,1.6431676725154984,5.8,5.357238094391549,12.0,6.041522986797286,18.0,5.70087712549569
rf,MAP4,604.8,7.224956747275364,604.8,7.224956747275364,47.4,6.9498201415576215,17.6,2.8809720581775866,1.0,0.0,1.0,0.0,9.2,3.7682887362833535,16.8,3.271085446759225
fcnn,PharmacoPFP,394.2,22.015903342811075,394.2,22.015903342811075,48.0,6.164414002968976,17.2,1.7888543819998317,1.0,0.0,4.2,1.7888543819998317,13.2,1.6431676725154982,17.2,1.7888543819998317
fcnn,MorganFP,549.6,15.789236840328927,549.6,15.789236840328927,53.4,7.368853370776216,15.6,3.646916505762094,0.8,0.4472135954999579,2.2,0.8366600265340756,9.6,2.8809720581775866,15.4,3.7815340802378072
fcnn,Fragment,313.0,15.31339283111356,313.0,15.31339283111356,35.6,6.348228099241551,14.6,1.3416407864998738,1.0,0.0,4.2,0.4472135954999578,12.2,1.3038404810405295,14.6,1.3416407864998738
rf,AvalonFP,602.6,6.841052550594835,602.6,6.841052550594835,55.4,6.465291950097845,14.4,1.140175425099138,0.0,0.0,0.0,0.0,4.6,1.5165750888103102,13.6,1.5165750888103104
svm,PharmacoPFP,349.2,10.56882207249228,349.2,10.56882207249228,43.8,7.854934754662193,14.4,3.130495168499705,1.0,0.0,1.8,0.8366600265340756,9.6,3.286335345030997,14.4,3.130495168499705
fcnn,Matrix,214.8,22.96083622170587,214.8,22.96083622170587,26.8,3.0331501776206204,14.4,0.5477225575051662,1.0,0.0,2.2,0.447213595499958,5.4,0.5477225575051662,14.4,0.5477225575051662
svm,Matrix,240.4,8.018728078691785,240.4,8.018728078691785,32.6,2.190890230020664,13.8,1.30384048104053,1.0,0.0,2.2,0.447213595499958,4.8,1.3038404810405295,13.8,1.30384048104053
fcnn,TorsionFP,498.2,21.276747871796573,498.2,21.276747871796573,52.4,6.985699678629192,13.0,3.391164991562634,0.0,0.0,1.4,0.8944271909999159,6.4,2.5099800796022267,12.8,3.114482300479488
svm,Topology,200.4,21.22027332528966,200.4,21.22027332528966,25.0,3.9370039370059056,11.8,1.6431676725154984,0.8,0.4472135954999579,1.2,0.4472135954999579,4.0,0.7071067811865476,11.8,1.6431676725154984
fcnn,Kappa,95.2,2.5884358211089573,95.2,2.5884358211089573,13.0,3.082207001484488,11.6,0.8944271909999159,1.0,0.0,1.0,0.0,3.6,0.8944271909999159,11.6,0.8944271909999159
fcnn,Topology,126.0,56.04016416821064,126.0,56.04016416821064,18.0,8.336666000266533,11.0,1.5811388300841898,1.0,0.0,1.4,0.8944271909999159,3.2,1.095445115010332,11.0,1.5811388300841898
fcnn,Path,106.2,64.49185995146985,106.2,64.49185995146985,16.0,9.874208829065749,9.2,5.890670590009257,0.8,0.4472135954999579,0.8,0.4472135954999579,3.6,2.1908902300206643,9.2,5.890670590009257
svm,Fragment,117.6,6.50384501660364,117.6,6.50384501660364,13.6,4.878524367060187,5.8,1.3038404810405295,1.0,0.0,1.4,0.5477225575051661,3.8,1.3038404810405295,5.8,1.3038404810405295
svm,Path,48.0,54.16641025580336,48.0,54.16641025580336,7.8,9.808159868191384,5.4,5.272570530585627,0.6,0.5477225575051661,0.8,0.8366600265340756,1.6,1.51657508881031,5.4,5.272570530585627
svm,EstateFP,67.6,24.95596121170251,67.6,24.95596121170251,7.0,2.1213203435596424,3.2,0.447213595499958,0.4,0.5477225575051661,0.4,0.5477225575051661,1.2,0.4472135954999579,3.2,0.447213595499958
fcnn,MHFP6,103.2,147.95675043741667,103.2,147.95675043741667,10.4,15.598076804529462,1.0,2.2360679774997894,0.0,0.0,0.4,0.894427190999916,0.6,1.3416407864998738,1.0,2.2360679774997894
rf,MHFP6,606.2,6.685805860178723,606.2,6.685805860178723,26.0,4.358898943540674,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4472135954999579
svm,Kappa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
