model,feat,train_FN,train_FN_std,val_FN,val_FN_std,test_FN,test_FN_std,ext_FN,ext_FN_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
xgb,Constitution,24.6,6.913754406977442,24.6,6.913754406977442,18.0,5.0,8.0,1.0,2.4,0.5477225575051662,2.8,1.0954451150103324,7.4,1.1401754250991378,7.4,1.1401754250991378
fcnn,MAP4,22.2,8.34865258589672,22.2,8.34865258589672,12.6,3.847076812334269,8.0,0.7071067811865475,2.0,0.0,2.0,0.0,8.0,0.7071067811865475,8.0,0.7071067811865475
svm,Fragment,49.8,5.263078946776306,49.8,5.263078946776306,4.8,2.683281572999748,7.8,5.06951674225463,0.0,0.0,0.4,0.894427190999916,5.8,3.898717737923586,6.6,4.669047011971501
fcnn,Connectivity,90.0,7.842193570679062,90.0,7.842193570679062,13.6,3.361547262794322,7.6,4.159326868617084,1.8,0.4472135954999579,2.0,0.7071067811865476,7.4,3.7148351242013424,7.6,4.159326868617084
rf,AvalonFP,15.4,3.286335345030997,15.4,3.286335345030997,12.6,2.6076809620810595,7.4,0.5477225575051662,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
DMPNN,Path,34.4,9.628660919936433,34.4,9.628660919936433,12.6,3.687817782917155,7.2,6.511528238439883,1.4,0.8432740427115678,2.0,1.1547005383792517,6.6,6.168017869984202,6.8,6.545566777937908
svm,Property,47.0,12.62933094031509,47.0,12.62933094031509,4.2,2.4899799195977463,7.2,1.3038404810405295,2.2,0.4472135954999578,2.2,0.4472135954999578,7.2,1.3038404810405295,7.2,1.3038404810405295
DMPNN,Connectivity,37.6,13.00598152987907,37.6,13.00598152987907,14.6,4.926120853842978,7.0,6.831300510639732,1.6,1.07496769977314,2.0,1.3333333333333333,6.0,6.036923425424945,6.8,6.81175454637056
rf,MAP4,14.6,2.8809720581775866,14.6,2.8809720581775866,9.0,3.0,6.8,2.683281572999748,2.2,0.4472135954999578,2.2,0.4472135954999578,6.0,3.082207001484488,6.0,3.082207001484488
rf,TorsionFP,19.2,4.08656334834051,19.2,4.08656334834051,11.0,2.345207879911715,6.6,1.51657508881031,2.6,0.5477225575051662,2.6,0.5477225575051662,5.8,1.6431676725154984,5.8,1.6431676725154984
rf,InfoContent,24.4,3.507135583350036,24.4,3.507135583350036,18.2,2.1679483388678804,6.4,1.140175425099138,1.0,0.0,1.0,0.0,2.2,0.8366600265340756,4.4,1.140175425099138
fcnn,MorganFP,14.8,2.683281572999748,14.8,2.683281572999748,9.6,2.073644135332772,6.4,1.816590212458495,1.0,0.0,1.2,0.4472135954999579,6.4,1.816590212458495,6.4,1.816590212458495
svm,MOE,109.4,5.319774431308153,109.4,5.319774431308153,14.6,2.073644135332772,4.2,1.3038404810405295,2.0,0.0,2.4,0.5477225575051661,4.0,1.224744871391589,4.2,1.3038404810405295
DMPNN,,52.6,20.501219475923865,52.6,20.501219475923865,14.6,4.61519230368573,3.8,2.4899799195977463,0.0,0.0,0.8,0.4472135954999579,3.4,1.673320053068151,3.8,2.4899799195977463
rf,Autocorr,14.8,3.7013511046643495,14.8,3.7013511046643495,10.4,1.6733200530681511,3.6,2.073644135332772,0.0,0.0,0.2,0.4472135954999579,2.6,1.949358868961793,2.8,1.9235384061671343
svm,Matrix,90.2,7.049822692805827,90.2,7.049822692805827,10.4,3.507135583350036,3.6,0.5477225575051661,2.0,0.0,2.0,0.0,3.2,0.447213595499958,3.6,0.5477225575051661
fcnn,Topology,69.0,26.89795531262553,69.0,26.89795531262553,10.0,6.2048368229954285,2.8,2.949576240750525,1.6,0.5477225575051662,2.4,2.073644135332772,2.8,2.949576240750525,2.8,2.949576240750525
svm,Topology,99.8,17.711578134090704,99.8,17.711578134090704,13.2,6.058052492344384,2.6,0.8944271909999159,2.0,0.0,2.2,0.4472135954999578,2.6,0.8944271909999159,2.6,0.8944271909999159
svm,EstateFP,33.0,18.12456896039186,33.0,18.12456896039186,3.6,2.3021728866442674,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
fcnn,Kappa,78.4,8.35463942968217,78.4,8.35463942968217,8.8,3.271085446759226,1.6,1.140175425099138,0.8,0.8366600265340756,0.8,0.8366600265340756,1.2,1.095445115010332,1.2,1.095445115010332
fcnn,Path,65.4,39.43095230906806,65.4,39.43095230906806,8.2,5.630275304103699,1.6,0.5477225575051662,1.6,0.5477225575051662,1.6,0.5477225575051662,1.6,0.5477225575051662,1.6,0.5477225575051662
svm,Path,35.0,39.7994974842648,35.0,39.7994974842648,3.0,4.58257569495584,0.8,1.3038404810405295,0.0,0.0,0.2,0.447213595499958,0.6,1.3416407864998738,0.8,1.3038404810405295
fcnn,MHFP6,12.8,20.86144769664848,12.8,20.86144769664848,3.8,6.496152707564686,0.2,0.447213595499958,0.0,0.0,0.0,0.0,0.2,0.447213595499958,0.2,0.447213595499958
rf,MHFP6,0.0,0.0,0.0,0.0,1.2,1.095445115010332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
svm,Kappa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
