model,feat,train_FP,train_FP_std,val_FP,val_FP_std,test_FP,test_FP_std,ext_FP,ext_FP_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
xgb,AvalonFP,22.8,4.604345773288536,22.8,4.604345773288536,20.6,5.504543577809154,52.8,7.694153624668537,8.0,0.0,36.0,0.7071067811865481,46.8,6.833739825307955,51.2,7.395944834840239
xgb,Charge,15.2,4.08656334834051,15.2,4.08656334834051,25.8,4.207136793592526,50.8,1.4832396974191326,7.2,0.8366600265340755,33.4,1.1401754250991376,44.6,1.5165750888103102,50.0,1.2247448713915887
xgb,Connectivity,12.4,1.6733200530681511,12.4,1.6733200530681511,29.0,6.96419413859206,54.4,4.56070170039655,6.8,1.0954451150103321,30.4,3.646916505762094,47.8,4.8166378315169185,52.8,4.32434966208793
xgb,Constitution,55.4,7.536577472566709,55.4,7.536577472566709,25.0,3.872983346207417,62.0,2.4494897427831774,7.2,0.4472135954999579,35.4,0.547722557505166,55.0,2.121320343559643,60.4,2.3021728866442674
xgb,Estate,56.6,6.465291950097846,56.6,6.465291950097846,24.6,3.4351128074635335,50.8,1.303840481040529,8.0,0.0,32.2,1.9235384061671352,44.0,1.9999999999999996,49.2,1.3038404810405302
xgb,EstateFP,280.6,9.31665175908169,280.6,9.31665175908169,39.6,6.58027355054484,54.2,2.2803508501982757,8.2,0.44721359549995787,35.6,0.8944271909999157,45.4,2.7018512172212596,52.2,2.2803508501982757
xgb,Fragment,165.6,12.218837915284745,165.6,12.218837915284745,32.4,6.06630035524124,50.6,1.6733200530681511,8.0,0.0,31.2,0.8366600265340757,43.0,1.9999999999999991,48.6,1.6733200530681511
xgb,InfoContent,18.2,1.9235384061671348,18.2,1.9235384061671348,30.2,4.324349662087931,54.4,1.341640786499874,6.4,0.8944271909999157,34.4,1.8165902124584954,47.4,1.341640786499874,52.8,1.30384048104053
xgb,Kappa,64.4,4.669047011971501,64.4,4.669047011971501,35.8,3.193743884534262,65.0,3.3166247903553994,7.8,0.4472135954999579,33.2,0.8366600265340749,55.6,2.5099800796022267,63.8,2.774887385102322
xgb,MACCSFP,71.2,4.919349550499538,71.2,4.919349550499538,22.8,4.54972526643093,50.8,3.271085446759225,6.4,0.8944271909999159,26.6,3.361547262794322,42.4,3.286335345030996,48.8,3.271085446759225
xgb,MAP4,11.8,2.280350850198276,11.8,2.280350850198276,21.6,6.6558245169174945,41.0,5.477225575051662,4.0,1.4142135623730951,22.6,3.6469165057620936,34.4,5.029910535983717,39.4,5.029910535983716
xgb,MHFP6,0.0,0.0,0.0,0.0,26.2,5.761944116355173,62.8,3.7013511046643486,8.6,0.5477225575051661,30.0,3.3166247903554,54.6,4.335896677735761,61.6,3.646916505762094
xgb,MOE,12.6,1.9493588689617927,12.6,1.9493588689617927,21.4,5.412947441089743,52.0,4.527692569068708,6.8,1.7888543819998317,30.2,4.43846820423443,45.4,4.722287581247038,50.4,4.33589667773576
xgb,Matrix,13.6,3.0495901363953815,13.6,3.0495901363953815,28.2,3.492849839314596,53.4,7.829431652425353,7.2,1.9235384061671346,31.0,7.314369419163897,45.8,7.791020472312981,51.8,7.6941536246685365
xgb,MorganFP,48.4,1.9493588689617931,48.4,1.9493588689617931,22.2,4.324349662087931,41.8,4.08656334834051,7.2,0.8366600265340756,26.6,4.560701700396552,35.2,4.024922359499622,40.2,4.024922359499621
xgb,Path,41.2,5.93295878967653,41.2,5.93295878967653,33.0,3.8078865529319543,59.6,4.722287581247037,7.0,1.5811388300841898,33.8,2.588435821108957,49.0,3.2403703492039306,58.0,4.301162633521313
xgb,PharmacoErGFP,129.8,4.381780460041331,129.8,4.381780460041331,24.2,5.805170109479997,45.6,2.6076809620810595,7.0,0.7071067811865476,29.6,4.33589667773576,39.0,2.1213203435596424,43.8,2.2803508501982765
xgb,PharmacoPFP,91.4,7.092249290598857,91.4,7.092249290598857,25.4,6.148170459575759,57.2,4.868264577855235,6.6,0.5477225575051661,26.4,3.7148351242013415,47.2,4.086563348340511,55.6,5.029910535983717
xgb,Property,27.2,4.147288270665544,27.2,4.147288270665544,30.0,5.0,52.0,2.2360679774997894,7.6,0.894427190999916,30.4,1.8165902124584952,45.4,2.1908902300206647,50.4,1.949358868961793
xgb,PubChemFP,55.8,6.978538528947161,55.8,6.978538528947161,21.6,4.560701700396552,50.0,2.7386127875258306,8.0,0.0,33.6,2.9664793948382653,44.8,2.588435821108957,48.4,2.7018512172212596
xgb,RDkitFP,14.6,2.3021728866442674,14.6,2.3021728866442674,20.2,4.54972526643093,52.2,2.774887385102321,8.0,0.0,36.0,0.0,46.6,2.5099800796022262,51.0,2.9154759474226504
xgb,Topology,47.6,6.87749954561976,47.6,6.87749954561976,30.6,3.435112807463534,42.4,4.77493455452533,4.2,1.0954451150103324,17.8,2.7748873851023212,36.0,2.999999999999999,40.8,4.32434966208793
xgb,TorsionFP,67.2,3.1144823004794877,67.2,3.1144823004794877,21.4,4.9295030175464944,46.0,5.431390245600107,7.0,1.5811388300841898,24.6,3.847076812334269,40.6,5.366563145999495,44.4,5.319774431308154
