model,feat,train_f1,train_f1_std,val_f1,val_f1_std,test_f1,test_f1_std,ext_f1,ext_f1_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
rf,Matrix,0.9928855374132696,0.0010668863389323,0.9928855374132696,0.0010668863389323,0.905415116208685,0.0101104960027702,0.8908255787290147,0.0106620739894362,0.1737995337995337,0.0176823082755261,0.5169903513913701,0.0225435617843913,0.7896250976167403,0.0263532940382936,0.8732186772536196,0.0138085464284964
DMPNN,MACCSFP,0.9807100117902736,0.0103329244742556,0.9807100117902736,0.0103329244742556,0.9344394881868684,0.0151609217906936,0.8903942908117752,0.0177001704899571,0.103030303030303,0.0888659290825162,0.4831448816523443,0.0666524602962151,0.7694589891229002,0.0348696094710235,0.8691244107580591,0.021268703120102
svm,Kappa,0.8770817650620837,0.0015239506067823,0.8770817650620837,0.0015239506067823,0.8729756365512262,0.0070431859302705,0.8902900378310215,0.0,0.4,0.0,0.5681818181818182,0.0,0.8086253369272237,0.0,0.8717948717948719,0.0
xgb,RDkitFP,0.9956645094001288,0.0004967350135122,0.9956645094001288,0.0004967350135122,0.9413925536876676,0.0081021773004116,0.8901152864544899,0.006779766013868,0.0333333333333333,0.0745355992499929,0.5157801939465178,0.0080164646857176,0.770160769838129,0.0182236164175338,0.870733565914547,0.0086865992342506
log,MAP4,0.9959613765461216,0.0007074115520523,0.9959613765461216,0.0007074115520523,0.9292791347197614,0.0094036771129441,0.8896197401547326,0.0056742645130295,0.0,0.0,0.679518250059942,0.0402311806998999,0.7743885878790204,0.0096203227221739,0.8695264895595234,0.0060198735975012
xgb,Matrix,0.9929209915355328,0.0010505145293058,0.9929209915355328,0.0010505145293058,0.9116661203160312,0.0062010752749796,0.8893482978483904,0.0170999124589656,0.1837995337995337,0.0383102555585628,0.5383203378817415,0.0603979581585611,0.7810409501532452,0.0345903429089556,0.869325748391655,0.0206132233038997
fcnn,AvalonFP,0.9747414107058192,0.0022895459377505,0.9747414107058192,0.0022895459377505,0.9364583095205242,0.010148913317155,0.8869996377329648,0.0085635520900068,0.4114285714285713,0.0156492159287189,0.5212949063612898,0.0156424284194796,0.7702731368054245,0.0172604452201444,0.8666789987148344,0.0104064049116739
fcnn,PharmacoPFP,0.9383631484476432,0.0058161550431946,0.9383631484476432,0.0058161550431946,0.9287491748525224,0.0093066477865626,0.8867711212585018,0.0046888589675203,0.0,0.0,0.5077334958081128,0.0177574365635001,0.7890213465788175,0.0107597850307133,0.8683622163701831,0.0057177383069791
svm,Autocorr,0.9543535153954318,0.0030901805766577,0.9543535153954318,0.0030901805766577,0.931573384897162,0.0128319556757546,0.8864790466132556,0.0135354504620169,0.2599800199800199,0.1078374634995344,0.5074321064053816,0.0268914793535481,0.7950365861577386,0.021329702727476,0.8677159996851296,0.0149500430405458
fcnn,MACCSFP,0.9345450741422432,0.0023488828081283,0.9345450741422432,0.0023488828081283,0.913215121581827,0.0186012493694366,0.8861545017991823,0.0100265108865635,0.3560439560439559,0.0662082212368882,0.5252966860409289,0.0305193218184819,0.7745256890826239,0.0274008880811826,0.8640506520991105,0.0126268324623297
svm,Fragment,0.8869940168411115,0.0020222797693089,0.8869940168411115,0.0020222797693089,0.8838572995976716,0.0060540707872787,0.8857739882326019,0.007606992893362,0.4285714285714285,0.0,0.5706784911237952,0.0168272106114138,0.7979042664339392,0.0131550521232492,0.8680780677779627,0.0085116269877354
svm,Estate,0.9163509415774624,0.0020837910454091,0.9163509415774624,0.0020837910454091,0.9093172844641244,0.0099950993586819,0.8851493728083828,0.0031245472537819,0.3802197802197801,0.0662082212368882,0.5617984131648546,0.0134957471287039,0.7677622674041988,0.0057431020414685,0.863458959571877,0.0038745902452612
svm,RDkitFP,0.9957133686696136,0.0005009132147501,0.9957133686696136,0.0005009132147501,0.9242379788597748,0.0126523614452096,0.8847900643877178,0.008296398427306,0.1333333333333332,0.0745355992499929,0.4727450654749322,0.0677636034464273,0.7850183770484106,0.022795740421452,0.8646597118958796,0.009086513390393
rf,PharmacoErGFP,0.9475064289539162,0.0023113570777004,0.9475064289539162,0.0023113570777004,0.9088756778506588,0.0082834458034729,0.8843124545010432,0.0122079158942944,0.1333333333333333,0.1394433377556792,0.5677443723406145,0.0832908511442202,0.7629752867839412,0.0248726956808892,0.8640043583964762,0.0145719615161472
svm,Connectivity,0.9072616458343384,0.0029368620847538,0.9072616458343384,0.0029368620847538,0.8980000186979922,0.0141066713209419,0.8834944200491016,0.0092156735054803,0.3481818181818181,0.0570993045361534,0.5420289855072464,0.0404890291150695,0.7633450274084062,0.0189835271909462,0.8615056352448793,0.0110806736991546
xgb,EstateFP,0.9212801826931154,0.0018630800738866,0.9212801826931154,0.0018630800738866,0.9083622864892557,0.0059625066403694,0.8825392552863089,0.0058734322254909,0.2992673992673992,0.0930431772504411,0.5181303352524824,0.0319322237238715,0.7561664854970125,0.0142121700254707,0.860375928367177,0.0071938942853302
svm,MAP4,0.9963100554676128,0.0006053111520002,0.9963100554676128,0.0006053111520002,0.9274737575432656,0.0114910729798099,0.8822050601270174,0.007757173105662,0.0,0.0,0.6703413898301583,0.0305435471516957,0.7683544579020027,0.0162577054296906,0.8628927708692412,0.0074408857522689
xgb,Property,0.9907840928548804,0.000548515505567,0.9907840928548804,0.000548515505567,0.9078256234374654,0.0079962958288439,0.8820727420397685,0.0088422154802854,0.2015384615384615,0.061071949678026,0.4374907881668197,0.0554712864142164,0.7603567239098055,0.0270154548758614,0.862082988242222,0.0125925994160004
DMPNN,Autocorr,0.9844536936685678,0.008098129236567,0.9844536936685678,0.008098129236567,0.930842020289776,0.014923398602069,0.8809393942019093,0.0139927979000966,0.4051282051282051,0.07332516440864,0.5213600612725521,0.0551650999818607,0.7742971017099354,0.0259112779371908,0.8591800344719843,0.0157651744932178
xgb,PharmacoPFP,0.9697896433248068,0.0019875480504808,0.9697896433248068,0.0019875480504808,0.9246989833525752,0.0130162738242579,0.880723204745873,0.0156222059973417,0.0,0.0,0.5045236978401479,0.0842001068868849,0.7756155261682454,0.0326284859439227,0.8630001797903711,0.0198950321047627
xgb,Charge,0.9950176822449388,0.0008337839696364,0.9950176822449388,0.0008337839696364,0.9276018564032252,0.0052807919978334,0.8798634721375433,0.0059550184323706,0.04,0.0894427190999916,0.5063291139240507,0.0168068792406122,0.7427450980392157,0.0128075172274177,0.8558477682836925,0.0076433841693105
xgb,AvalonFP,0.9921608549047076,0.000962965494318,0.9921608549047076,0.000962965494318,0.9403371617566514,0.007994161744746,0.8793786416171144,0.0146164457715623,0.223076923076923,0.0772429247763695,0.5187353391867652,0.0398695917370392,0.7439620652707617,0.0382185393450209,0.8583956969267348,0.0183001657301993
rf,Kappa,0.9832594460448468,0.0014984541925295,0.9832594460448468,0.0014984541925295,0.8940285384851384,0.0163106739205724,0.8781473107134887,0.0057029406724602,0.0307692307692307,0.0688020916153781,0.4998460125248229,0.013190399285457,0.7678049559736728,0.013620285761885,0.8583919684263132,0.0071096801960034
rf,Charge,0.9956408505367094,0.0005070223518563,0.9956408505367094,0.0005070223518563,0.925129531881536,0.0119175447454915,0.8779419378278224,0.0029590181075721,0.0666666666666666,0.0912870929175276,0.5244838976502215,0.0095535691366737,0.7492103550147714,0.006875235291401,0.855246149700997,0.0035669191333323
svm,PharmacoPFP,0.9314184371146133,0.0015738713599266,0.9314184371146133,0.0015738713599266,0.9226080479839558,0.0096228025201944,0.8774989279621286,0.0146869667695619,0.0333333333333333,0.0745355992499929,0.49979201617413,0.0207451055237853,0.7742740544254836,0.0218739822727568,0.856442845574696,0.015639099551738
rf,PharmacoPFP,0.963323134577643,0.0040941082710208,0.963323134577643,0.0040941082710208,0.9066741694333672,0.0097353536802199,0.8773085855017125,0.0105829224651793,0.0,0.0,0.4887333958431005,0.0103325359492372,0.7737743869693336,0.0248737487139552,0.8598987881041886,0.0124274753043747
DMPNN,AvalonFP,0.9864055942443776,0.0104696964134623,0.9864055942443776,0.0104696964134623,0.9359414970647186,0.0097617876367425,0.8773021063198861,0.0148845646853215,0.275091575091575,0.0578450536562731,0.4843486060366676,0.0234915539711235,0.7423857955871984,0.040815378892208,0.8557158791287751,0.0185045119456271
xgb,PharmacoErGFP,0.9583800144570992,0.0012870539622677,0.9583800144570992,0.0012870539622677,0.9341455098215344,0.0076592688148961,0.8771449577490154,0.0105347913751527,0.3039627039627039,0.0710974817275461,0.5610433643252344,0.0452718898139444,0.7482808459061545,0.0175970382037138,0.8555122261172274,0.0124948738179823
DMPNN,TorsionFP,0.9725709134714003,0.0234369056404421,0.9725709134714003,0.0234369056404421,0.9244227895310226,0.0084029195851089,0.8755022030386235,0.0211085039361333,0.2113553113553113,0.1146025267656221,0.4888841628375557,0.0700801743898071,0.7616664652485122,0.0424238235569993,0.8525274677296828,0.0255748796323692
fcnn,EstateFP,0.8997973286605223,0.0026601029165691,0.8997973286605223,0.0026601029165691,0.893143472789208,0.0092026193012955,0.8753248300652163,0.0077553798507656,0.4043956043956043,0.0540587862692256,0.5441193344807803,0.0078255964789149,0.7460904416732511,0.0184824664548069,0.851637593684968,0.0096571101331478
xgb,Topology,0.983116775531358,0.0009844766410953,0.983116775531358,0.0009844766410953,0.9111427587701384,0.0071448610836569,0.8719240188198956,0.009397860007045,0.1071428571428571,0.1472537723434878,0.5248604269293924,0.0612352456706989,0.7355012873555501,0.0218421922195418,0.8464738502416548,0.0116747350566424
svm,PharmacoErGFP,0.9340637723551402,0.0028860348636313,0.9340637723551402,0.0028860348636313,0.9174058492083051,0.0158344148594381,0.8715901866840252,0.0042000032197312,0.1615384615384614,0.1090120598434939,0.5240328776914143,0.0243399988864568,0.7414192016302852,0.0061450713879461,0.8476527298183576,0.0050385212324595
fcnn,Autocorr,0.9586691574429516,0.0164912116615866,0.9586691574429516,0.0164912116615866,0.9253893987748388,0.0198002607752651,0.869877007218248,0.0164836905250236,0.3868131868131867,0.0734703940678979,0.4958661058086052,0.0613269727077522,0.7525329093383246,0.0249107217484677,0.8445049624137126,0.0193908957425008
fcnn,Fragment,0.921631604731419,0.0027502540703557,0.921631604731419,0.0027502540703557,0.9046997597540388,0.0086661169366813,0.8667759655941045,0.0071952937602065,0.4285714285714285,0.0,0.5440946845711319,0.0275584729976655,0.753254586225293,0.0175070551289473,0.8458087976495756,0.0088158938976959
svm,MHFP6,1.0,0.0,1.0,0.0,0.9156000194295344,0.0101997346588417,0.8650143362581162,0.0130561396696627,0.223030303030303,0.0621618492361604,0.5448222397330119,0.0373574101005238,0.754093047096424,0.0242124983261653,0.8427679167373423,0.0150662370382361
log,MHFP6,1.0,0.0,1.0,0.0,0.9168310605177185,0.0074395068891776,0.8636122613401479,0.0213922641122577,0.1208080808080808,0.1112065705639658,0.5183151714186197,0.1045435540988959,0.7406967283508568,0.0442555598499441,0.8412828357279855,0.0254396787405379
log,MOE,0.8784128793378152,0.0044466461201826,0.8784128793378152,0.0044466461201826,0.8696180972747907,0.0227993704090889,0.8610820465922849,0.007225589338832,0.2614285714285714,0.0376612180756116,0.3718717691877561,0.0459948866675726,0.6942381433738334,0.0166413362594721,0.8357521288798797,0.0092472058485963
fcnn,Charge,0.9048259062280416,0.0109639139595252,0.9048259062280416,0.0109639139595252,0.8926423574311577,0.01402506559385,0.8609710880047805,0.0060577762920696,0.0666666666666666,0.0912870929175276,0.5034611959323463,0.020168085035386,0.7297833637233585,0.011395181403072,0.8340200726197431,0.0075436720640088
svm,Charge,0.8977699553649696,0.0039005639662642,0.8977699553649696,0.0039005639662642,0.8927785248574558,0.0089883263643016,0.860788597587088,0.0062354138083247,0.1948717948717948,0.0630685839807632,0.5080654820579013,0.030616561400289,0.7321218256152213,0.0106328051030357,0.8341423393980149,0.0076613926780745
xgb,Fragment,0.948285463008808,0.0027643347398627,0.948285463008808,0.0027643347398627,0.9113389056013432,0.0173394381085622,0.8550110406116922,0.0052570369235943,0.2794871794871794,0.0630685839807632,0.4378819996467055,0.0400144201591674,0.7052812906688055,0.0184770670447438,0.8305723847066859,0.0075101307526146
xgb,Kappa,0.9797517001506753,0.0011669014248036,0.9797517001506753,0.0011669014248036,0.8881632013739669,0.0105695151115668,0.8535172392409409,0.0103249514871826,0.0,0.0,0.467962835587086,0.0288796564647044,0.7059746350307281,0.021479609390264,0.8263123972233508,0.0123744414890852
log,Estate,0.8745804614232998,0.004606201720498,0.8745804614232998,0.004606201720498,0.8670341636127052,0.0185110822486174,0.8529624803496028,0.0101736327720589,0.3344322344322343,0.1168262747995643,0.5174141291561603,0.0268344632780518,0.7120125683741553,0.0248255606216524,0.8265906917562276,0.0134842257945364
log,TorsionFP,0.9389422348846536,0.00254837890119,0.9389422348846536,0.00254837890119,0.9116942629720012,0.0084497021888421,0.8517041100168876,0.0230264693787141,0.0,0.0,0.4834524486916834,0.0408067858909398,0.7259262590730912,0.0343316489336789,0.8251849164020832,0.0276459769945691
xgb,Path,0.9855021106900408,0.0010135621863475,0.9855021106900408,0.0010135621863475,0.901966386268297,0.0112972240731957,0.8516223206974974,0.0093310999745664,0.3053479853479853,0.0728549236582298,0.5224317578550812,0.0246092108981342,0.7240188806885612,0.0275999175496032,0.8228826212001362,0.0112138763602384
svm,TorsionFP,0.9591913570962552,0.0020018773853149,0.9591913570962552,0.0020018773853149,0.9299253704621308,0.0087154830398153,0.8494658910045683,0.0275992260505895,0.0,0.0,0.4761443906691437,0.0527087204247617,0.7302573417280677,0.0400628499835822,0.822162209160461,0.0335986584083465
rf,Fragment,0.9663553256637556,0.0027197204776437,0.9663553256637556,0.0027197204776437,0.90198276633983,0.0183251551142735,0.8471627349133712,0.0059879772155025,0.3318681318681317,0.0540587862692256,0.4719455178967374,0.0347244416408656,0.6794047682172228,0.0126302053244595,0.8202690577092742,0.0067449755313665
DMPNN,PubChemFP,0.9848382375193176,0.0152819362830595,0.9848382375193176,0.0152819362830595,0.926589126138721,0.0151944768974402,0.8459378529397006,0.025439834769392,0.1666666666666666,0.0,0.458214336570501,0.0593703112601285,0.6675220387590027,0.0658731240335153,0.8150322881608514,0.032231275127351
svm,Constitution,0.9102934353924316,0.0019507469949072,0.9102934353924316,0.0019507469949072,0.905474315692431,0.0076882773037827,0.8458573156510184,0.0224987512206414,0.3076923076923076,0.0,0.4902040819849039,0.027030469455815,0.695721122656488,0.0467305324689212,0.8171908908108744,0.027054539751334
log,PharmacoErGFP,0.8933044510654717,0.0061278299394579,0.8933044510654717,0.0061278299394579,0.8709518239762926,0.014593197906436,0.83360063575312,0.0191001043117575,0.04,0.0894427190999915,0.5278022387151926,0.0631170804321112,0.6731763785697712,0.0398714372411773,0.8064430270994951,0.0225019879262482
fcnn,PubChemFP,0.9544609406916408,0.0035789131134221,0.9544609406916408,0.0035789131134221,0.9290733187533574,0.0188967279115192,0.8319446691693658,0.0193693230599082,0.1666666666666666,0.0,0.4398236397748593,0.0446498572996576,0.6241550022584633,0.0546828457707293,0.7962216245939092,0.024615925116924
svm,MACCSFP,0.920672599439886,0.0012556126077888,0.920672599439886,0.0012556126077888,0.9104738917646648,0.0047432567992943,0.8313793070554445,0.0118966705684405,0.3318681318681317,0.0540587862692256,0.4238690666059087,0.0350491243550201,0.6521625223759199,0.0342274769752355,0.7943992924684784,0.0152133519167738
log,Autocorr,0.9250947289645436,0.0033211531033465,0.9250947289645436,0.0033211531033465,0.9019280327162668,0.0076320808062492,0.8166420619237276,0.0103166351155468,0.3951226551226551,0.1466923783465732,0.5268729294500619,0.0932281133701972,0.6572600209514483,0.0407217479172209,0.7861372007602236,0.0165622483611265
svm,PubChemFP,0.9469547546381006,0.0016663673241964,0.9469547546381006,0.0016663673241964,0.928622731031726,0.011650536812675,0.8162263972995847,0.0178947112708569,0.0,0.0,0.3847433106739327,0.0269840900666975,0.5841970141733478,0.0418014678053679,0.7762565357428338,0.0220017312845912
svm,AvalonFP,0.9816310635561816,0.0013215353945935,0.9816310635561816,0.0013215353945935,0.931314833194262,0.0039135523258834,0.8112037606224763,0.010885060509395,0.4294505494505494,0.0217904080139699,0.4136587175410705,0.0237081247877406,0.6058139551486107,0.0358321152958749,0.7745950156108422,0.0142206140789081
log,Charge,0.8340199308516476,0.0054259151723356,0.8340199308516476,0.0054259151723356,0.8420218862608426,0.0141131771799925,0.8086423732584723,0.0118475300831703,0.0,0.0,0.5969530664267506,0.0222008591032189,0.6068925036586748,0.0404394153321687,0.7726527945797741,0.0158188381836584
log,Matrix,0.8172834749653557,0.0037618420194118,0.8172834749653557,0.0037618420194118,0.8165388858306921,0.0266355763850749,0.801174772929443,0.0209697167656422,0.0,0.0,0.3975748718459715,0.0369386107309778,0.5478509246509562,0.0541395821104651,0.7588858839647246,0.026543070660812
log,InfoContent,0.8078334994824659,0.0063364539012712,0.8078334994824659,0.0063364539012712,0.8068650062886336,0.0249504016273323,0.7956953122784463,0.0042707059695373,0.0,0.0,0.2904147465437788,0.005832725283796,0.5401810163844823,0.0151701685194856,0.7509519690572086,0.0053892036956146
log,AvalonFP,0.9684616525329344,0.0014015338242202,0.9684616525329344,0.0014015338242202,0.9175196460176608,0.0144659944815709,0.7904632941321615,0.0108514391775469,0.4043956043956043,0.0540587862692256,0.3975407462256777,0.025557546266993,0.5484649549256032,0.0322283715606786,0.7488928048943366,0.0127441548153774
log,PharmacoPFP,0.8923008456770003,0.0046668194906849,0.8923008456770003,0.0046668194906849,0.8667551051670852,0.0152119934971268,0.7901811977478007,0.0215755080544339,0.0,0.0,0.3620475283705409,0.0571291270365,0.6191233121242286,0.0370353434774061,0.7598996416366018,0.0236329218317285
rf,EstateFP,0.8955836359550393,0.0049109095183214,0.8955836359550393,0.0049109095183214,0.8553916229007253,0.0282903001619236,0.7861531153660353,0.0230372949077236,0.3032967032967032,0.0098288702307682,0.3796038359068173,0.0201621686498319,0.5861688240387222,0.0492644433367505,0.7419466738071211,0.0283832632833505
log,Connectivity,0.8501367120345826,0.0022088263831056,0.8501367120345826,0.0022088263831056,0.8505290902929209,0.0172449830837585,0.7727317655717132,0.0111947577672063,0.0,0.0,0.3709090909090908,0.0162623125636348,0.4501677345338252,0.0355294336694321,0.716873233644753,0.0141894614370303
log,Topology,0.8227802537424319,0.0028622965746634,0.8227802537424319,0.0028622965746634,0.8217702838753072,0.0246381821248061,0.7702026944819317,0.0123590341734245,0.1666666666666666,0.0,0.3534424903454754,0.0232169472510254,0.5157983528271044,0.0379930061772456,0.7255876361838252,0.0153169431830476
log,EstateFP,0.81391636732668,0.0076105115313881,0.81391636732668,0.0076105115313881,0.8200854265383244,0.0203446313075459,0.7693190645878942,0.0034132813453307,0.2794871794871794,0.0630685839807632,0.2819011005578169,0.0457134805984174,0.5622293525693334,0.0108178357130957,0.7258631003164406,0.0043699381800787
log,Constitution,0.8448297890271356,0.0043970350896937,0.8448297890271356,0.0043970350896937,0.8390081017418736,0.0248535111471178,0.7622841822300381,0.0164865937315063,0.0999999999999999,0.0912870929175276,0.2596465786155173,0.0955789318525163,0.473417448118955,0.0388163649431561,0.7125899189330772,0.0207026058706877
log,Kappa,0.7917641959240559,0.0054576587277009,0.7917641959240559,0.0054576587277009,0.7992372767757174,0.0261308272099583,0.7554585388163415,0.0103679662909393,0.0,0.0,0.3232926277702397,0.0113269838751685,0.4127282071251427,0.0360531830647664,0.7013912834640234,0.0135674081290249
log,Property,0.8188131471763544,0.0045184798714687,0.8188131471763544,0.0045184798714687,0.8170737565845473,0.0168939378725184,0.7553791381006352,0.0129200095593264,0.0,0.0,0.2899974535268653,0.0341783294615532,0.5105530871179221,0.0416817264708378,0.7144559566796678,0.0174961467431797
log,MACCSFP,0.8722496435216153,0.0053995112129976,0.8722496435216153,0.0053995112129976,0.8602948820341769,0.0285864417633055,0.751435371021487,0.0076701546741183,0.1733333333333332,0.0149071198499986,0.2491645330989593,0.019416474203709,0.4781667693266,0.009074241952281,0.6963406000154819,0.0088243511239632
log,Path,0.8074676342710555,0.0046188032186733,0.8074676342710555,0.0046188032186733,0.8231876111698456,0.0150985094371887,0.7482370416046455,0.0236866445151166,0.0,0.0,0.3963328742868385,0.0370673901202439,0.4561240983961236,0.0609780677564511,0.694841791423096,0.0302611206332284
log,PubChemFP,0.9114310542863902,0.003134568323564,0.9114310542863902,0.003134568323564,0.8855130440056189,0.0197159476498156,0.7446744253065574,0.008361055772828,0.0,0.0,0.2509155874513518,0.0648308360514921,0.3821608883702748,0.0264012705499088,0.6816180482458838,0.0107540579621353
log,Fragment,0.8139132448978899,0.0032303864366785,0.8139132448978899,0.0032303864366785,0.8063719457159365,0.024135746488204,0.654075343059844,0.0200095714425156,0.4285714285714285,0.0,0.1342372881355931,0.0012377910904071,0.353017243259599,0.0056682509741844,0.5985314169087378,0.0209441312441763
