model,feat,train_cohen_kappa,train_cohen_kappa_std,val_cohen_kappa,val_cohen_kappa_std,test_cohen_kappa,test_cohen_kappa_std,ext_cohen_kappa,ext_cohen_kappa_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
DMPNN,MHFP6,0.976749057560134,0.046255888523612,0.976749057560134,0.046255888523612,0.64858323049566,0.068499430884449,0.319039946996153,0.0384235118345869,-0.4,0.1464010504986687,0.1768444376742318,0.0268303860343254,0.1834888413542996,0.0480220806753797,0.3012679716839477,0.0414604124868122
svm,MorganFP,0.9274545746939225,0.0046144466271409,0.9274545746939225,0.0046144466271409,0.6529501200437695,0.0399896751576085,0.3159428856482488,0.0375267635689515,-0.5428571428571429,0.0391230398217975,-0.0097125694824784,0.0644099077492133,0.2207096892419024,0.0448205853953919,0.3095360946843299,0.0361226722142415
svm,PharmacoErGFP,0.6423557302629456,0.0201902793521859,0.6423557302629456,0.0201902793521859,0.5604652840411994,0.0772540655814932,0.3157902973062969,0.0076737389942669,-0.3392857142857142,0.1580466434208542,-0.058143572908887,0.0400078098179787,0.135184227983312,0.0084277365680931,0.2989200089008831,0.0091475141651454
fcnn,MOE,0.7109794477502811,0.0128742394494077,0.7109794477502811,0.0128742394494077,0.633958630792417,0.0582876947208818,0.3152975965083724,0.0185105590205751,-0.3333333333333332,0.0,-0.0358543871608255,0.0378345015888056,0.1909735798952799,0.0245951738797989,0.3086522203672766,0.0190566033818603
rf,PubChemFP,0.957876289315007,0.0039270189399119,0.957876289315007,0.0039270189399119,0.649592449270424,0.067911579548928,0.3130776292625226,0.0587870418632546,-0.2186274509803921,0.1067992030909102,-0.0281006049787766,0.0163065241440666,0.157819884590105,0.0768444319380871,0.2999964436848597,0.0598291066222326
fcnn,Property,0.4060299760335851,0.0108894015183828,0.4060299760335851,0.0108894015183828,0.3994531665230654,0.0195596695242286,0.310480117227805,0.0118281738943864,-0.3333333333333332,0.0,-0.2035458386297714,0.024705844993325,0.1456874224156823,0.0134521640229747,0.2996878046092331,0.0116185824729131
rf,Path,0.9656178664003264,0.0038979793152848,0.9656178664003264,0.0038979793152848,0.5255587747109207,0.0442887800131008,0.3100404914204764,0.0365239278510223,-0.3352941176470588,0.0887850520477857,-0.0577352236739048,0.0144315056166152,0.2271372645943762,0.0382511669188338,0.2972469227071433,0.0360194755364973
fcnn,Constitution,0.6469681784839342,0.0095463984483631,0.6469681784839342,0.0095463984483631,0.5785164281245635,0.0648717287903838,0.3052624826464178,0.028727212932556,-0.3333333333333332,0.0,-0.0459869214382891,0.0183106286836067,0.1661865300007638,0.0218420658912946,0.2941868786811409,0.0281166986255819
DMPNN,PharmacoPFP,0.8979168962992036,0.0482052205215976,0.8979168962992036,0.0482052205215976,0.7146924612603767,0.0566622236353483,0.3047431774907204,0.0639617747299255,-0.5582417582417583,0.0170241026206918,-0.0764798105668245,0.1258047796739988,0.1727128073769377,0.0984679464543913,0.2994891611785603,0.0673279957959
DMPNN,Fragment,0.8665942762496994,0.0216565572092882,0.8665942762496994,0.0216565572092882,0.688084754678023,0.0537199286748743,0.3014270521063367,0.0625553550137932,0.0352941176470588,0.0886970488484984,0.0801956886199921,0.0738529256935337,0.1853189289913601,0.0785755238927859,0.2916365155862642,0.0636986252191691
DMPNN,AvalonFP,0.9363642815455592,0.0498590509882731,0.9363642815455592,0.0498590509882731,0.7043879157707538,0.0445900562433818,0.3011782852333933,0.0423098409708665,-0.1769607843137254,0.085052119574578,-0.1217252691291665,0.0440218644360145,0.0958942588028908,0.0577533888495597,0.2828884368707702,0.0423561913797329
xgb,MHFP6,1.0,0.0,1.0,0.0,0.6793730983719636,0.057472717167197,0.301055119212781,0.0564382989257429,-0.0838235294117647,0.1075139807437308,0.1432962660491475,0.0978494676023694,0.1737101321359651,0.0837664442709095,0.2847872312396949,0.0579458530285295
