model,feat,train_Precision,train_Precision_std,val_Precision,val_Precision_std,test_Precision,test_Precision_std,ext_Precision,ext_Precision_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
xgb,AvalonFP,0.9895181175357666,0.002091843834013,0.9895181175357666,0.002091843834013,0.9260964239197526,0.0177801358395004,0.8582756843091961,0.0136275281810921,0.1466666666666666,0.0486864495560147,0.3722189752581336,0.0253360027347236,0.7146821549257282,0.0140268653763608,0.8338446126984926,0.0146024970442979
svm,Connectivity,0.84922521062841,0.0046102575444588,0.84922521062841,0.0046102575444588,0.8359043486956381,0.0167059706364008,0.8581751201876868,0.0149105616054085,0.2471428571428571,0.0305560709088677,0.4456876456876457,0.0506009921603643,0.7383234852949256,0.0283934806320439,0.8343644471889501,0.0176428282089133
xgb,InfoContent,0.991622880709724,0.0008684931317238,0.991622880709724,0.0008684931317238,0.8912912290349247,0.015941198324799,0.8578147547999203,0.0025588211855752,0.1293650793650793,0.0894222941263691,0.3605209605209605,0.0227886895510917,0.7347902756377331,0.0067312166182375,0.8347874377186443,0.0020798868617309
xgb,Connectivity,0.9942890662842924,0.0007644701355173,0.9942890662842924,0.0007644701355173,0.8983132663625055,0.0206522135960655,0.8577052194342976,0.0095938298352748,0.0793650793650793,0.0736001467896484,0.4031546231546231,0.0316902793635305,0.7263275124013776,0.0190923167014316,0.8335668152586088,0.0108817670934431
rf,MACCSFP,0.9940219867016196,0.0012351272986715,0.9940219867016196,0.0012351272986715,0.9104101943646736,0.0140997755986992,0.8569152867110681,0.0101698001520769,0.2545454545454545,0.0101639453522717,0.3947540983606557,0.0029325481672128,0.743736211665974,0.0117455549085317,0.8330826681552276,0.0109418725484119
xgb,Fragment,0.9269148231297568,0.0048637483409683,0.9269148231297568,0.0048637483409683,0.8863176584785915,0.0198083672297099,0.8562691749718974,0.003385554396259,0.1822222222222222,0.0397523195999962,0.3352371527532339,0.0251837638863579,0.7098011087780909,0.0077564871041448,0.8315025190963757,0.0039930134392378
xgb,EstateFP,0.8814887187907505,0.003132179278423,0.8814887187907505,0.003132179278423,0.8667031070524424,0.0191263155720313,0.8557854758228924,0.0055401707768498,0.1931313131313131,0.0576306667108421,0.3730446806671851,0.0217047373788111,0.7235737956123803,0.0133577298790942,0.8315183249640781,0.0066429103888512
log,PubChemFP,0.9618902988545608,0.0015324230601147,0.9618902988545608,0.0015324230601147,0.942187546015326,0.0212157276790075,0.855234302143342,0.0022857591724542,0.0,0.0,0.2034849143963392,0.0470109361232846,0.5536243655600919,0.0201958827956017,0.8143752431273519,0.0038291892390917
DMPNN,AvalonFP,0.9831979749429592,0.0132486831629229,0.9831979749429592,0.0132486831629229,0.9259737410903708,0.0152408724091967,0.8548637993511232,0.0139858610881452,0.1785858585858585,0.0363287025115394,0.3556497034130073,0.0153385959700741,0.7058605225407277,0.0189153323627105,0.8289228778177946,0.0149688341798619
fcnn,MACCSFP,0.9057604104600284,0.0018923243513675,0.9057604104600284,0.0018923243513675,0.8825489852057815,0.027035808014966,0.8547022395131986,0.0034442340474137,0.2290909090909091,0.0398343678185575,0.3789910600255427,0.0186087854835165,0.7290649181563083,0.0123333324006637,0.8289338653909798,0.0054640348649722
rf,MOE,0.9984213963454652,0.0005256093048833,0.9984213963454652,0.0005256093048833,0.9102140189728464,0.018740866855106,0.8536818674840816,0.00329455646123,0.1822222222222222,0.0397523195999962,0.388448898640427,0.0053426815710803,0.7373101644446842,0.0046960810321087,0.8294151534014285,0.0038761441447298
log,Kappa,0.8985389586832611,0.0039418066178665,0.8985389586832611,0.0039418066178665,0.9047913339265818,0.0146488936873276,0.8536344191068572,0.0027637689820029,0.0,0.0,0.2583042973286876,0.0080508835426821,0.577949948000571,0.0272358781567206,0.8195253264769514,0.0044239927149307
fcnn,RDkitFP,0.940591987025634,0.010780699295434,0.940591987025634,0.010780699295434,0.9105304155142038,0.0240860994577727,0.8518817493359189,0.0081420372277409,0.1789898989898989,0.0687106316589295,0.3898285232075856,0.0092920461572263,0.721232688286783,0.0048849624695243,0.8260834666429476,0.0088906650187496
rf,Constitution,0.9957280626180698,0.000810374466077,0.9957280626180698,0.000810374466077,0.90900561428165,0.0141391744861056,0.8514123500985786,0.0081571864601302,0.0444444444444444,0.0608580619450184,0.3761700862325304,0.006787916355178,0.7257507341459549,0.0157622065730861,0.8268702527634708,0.0099446234882089
log,EstateFP,0.9065441115851848,0.0046161813044645,0.9065441115851848,0.0046161813044645,0.9117755059268504,0.0206741567909076,0.8509600947582179,0.0017636285715384,0.1822222222222222,0.0397523195999962,0.2229149677515011,0.0311346656711471,0.6536357897792457,0.004730311018145,0.8166048032772532,0.0022845504072845
DMPNN,EstateFP,0.9586607999918542,0.0184083307604685,0.9586607999918542,0.0184083307604685,0.9245233313251277,0.0186908768281873,0.850685757954427,0.0203645485464898,0.1585858585858585,0.0463229185775618,0.411282040577774,0.0109828590049059,0.7194602924781953,0.0225618993720223,0.8254654759158762,0.0217973096961339
