model,feat,train_prc,train_prc_std,val_prc,val_prc_std,test_prc,test_prc_std,ext_prc,ext_prc_std,rmSim_0.6,rmSim_0.6_std,rmSim_0.7,rmSim_0.7_std,rmSim_0.8,rmSim_0.8_std,rmSim_0.9,rmSim_0.9_std
rf,RDkitFP,0.9999303127439927,2.534686754451562e-05,0.9999303127439927,2.534686754451562e-05,0.9803032459102964,0.010900272565350224,0.9627961287062512,0.002295677113987348,0.1491582491582491,0.0,0.6111326187582355,0.07964432310938058,0.8599392007982131,0.014657544598738506,0.9487799266175545,0.0022210899086613396
rf,Topology,0.9997021944975245,4.7707505124294554e-05,0.9997021944975245,4.7707505124294554e-05,0.9618395149530926,0.01383846683291996,0.9513339707682231,0.006697026545606892,0.14553030303030295,0.003444036710104451,0.5611564545830062,0.06635103846147757,0.8220185622691387,0.031649637576912255,0.9326121595796204,0.007524093160877039
rf,TorsionFP,0.9998715833883859,3.80155721819111e-05,0.9998715833883859,3.80155721819111e-05,0.978924094239539,0.00854368251308117,0.9622372131588015,0.002458887534832375,0.13597643097643095,0.0008281733249998996,0.40302508818680466,0.007559524072630386,0.812205000993728,0.012678686228689404,0.9450160522681029,0.0028366123598370205
svm,AtomPairFP,0.9990674787749955,0.0001869532766993731,0.9990674787749955,0.0001869532766993731,0.9661648960540872,0.008666899515488678,0.9639002599523353,0.008903969961592309,0.3657407407407407,0.11080353940295987,0.7748224449096707,0.09485721687320126,0.9064376477390856,0.018725194338876382,0.9560178874068679,0.010414757104053644
svm,Autocorr,0.9809913030394382,0.002885493318892902,0.9809913030394382,0.002885493318892902,0.9545473798106927,0.018663635786714435,0.9540390372376983,0.003890180684745164,0.4871332371332371,0.03730541591041218,0.6092412077892735,0.03364726209931588,0.8549398587111782,0.013904697567246537,0.9387874387571458,0.005195895052205754
svm,AvalonFP,0.9962160096675945,0.00048251705111995215,0.9962160096675945,0.00048251705111995215,0.9677886213134299,0.015157317620443282,0.8819926073021115,0.028930272203866004,0.6286315536315537,0.11556579584875122,0.4625420106573507,0.07619648823806395,0.6691756803679346,0.0438238839265291,0.8505467505195,0.03517766613005321
svm,Charge,0.9136776825164862,0.004342212069684094,0.9136776825164862,0.004342212069684094,0.9027173446516613,0.010181466844969228,0.9119841818053981,0.0051668348883134275,0.14604377104377103,0.005071505162084893,0.538151576786922,0.07705815950921133,0.7736510346397331,0.01844877956059957,0.8886762583254277,0.007331989927294279
svm,Connectivity,0.9318559635325026,0.002780058718864102,0.9318559635325026,0.002780058718864102,0.9206064052985701,0.006211300270054576,0.9529942893774199,0.003283458476974829,0.3635497835497835,0.16530923975019546,0.6037522703041971,0.00907353260734604,0.8141273703287375,0.014671829032567005,0.9362665340901822,0.005016507650527751
svm,Constitution,0.9367781066204243,0.0034064600386726437,0.9367781066204243,0.0034064600386726437,0.9186378889069985,0.02420807560108959,0.9021303975864947,0.005309679531605967,0.1491582491582491,0.0,0.3291199707234846,0.048772102057021885,0.6749957721296597,0.028606195186830767,0.8631046570192709,0.007670523923321904
svm,Estate,0.9563195499639168,0.0030118160929813063,0.9563195499639168,0.0030118160929813063,0.9479900080313467,0.021835401720371714,0.9086420994696827,0.009704135150007993,0.22754088504088502,0.04798064703156195,0.5043283152304212,0.040613126983835304,0.7667726654406627,0.030341843020104595,0.8743510497805962,0.01397417587734616
svm,EstateFP,0.9013046970896808,0.012686236771022819,0.9013046970896808,0.012686236771022819,0.8947493175811265,0.013883727411531818,0.7669065981354557,0.005825656099746684,0.5079942279942279,0.32516131194037956,0.3115610221764041,0.05079872541425374,0.602122647279013,0.01308915338314917,0.7244753698748726,0.006701520013238895
svm,Fragment,0.9057283056790627,0.002539422727694727,0.9057283056790627,0.002539422727694727,0.896678484810314,0.01738046073415603,0.853363135962762,0.00562107056108909,0.8681818181818182,0.1276779264108013,0.3578604485010122,0.04574265201868181,0.6206312758794051,0.01680899435961265,0.8189452461570624,0.00765325090826546
svm,InfoContent,0.9166202047434175,0.006869251376538492,0.9166202047434175,0.006869251376538492,0.9191156777521933,0.025164475906502528,0.8544430076721191,0.007746890495502473,0.1491582491582491,0.0,0.39566252754648756,0.023281819357102836,0.6867479586492756,0.01726880544165964,0.8188669477939199,0.011391010305832871
svm,Kappa,0.7631044068317291,0.10976235669766266,0.7631044068317291,0.10976235669766266,0.7551360265555855,0.09165962781016032,0.8403403570056083,0.11008941579097525,0.4872558922558922,0.21395356406866609,0.6437546498477842,0.16010265956194547,0.7772838960442124,0.10104039154570627,0.8242068506209884,0.11785050879381016
svm,MACCSFP,0.9563450675311337,0.004320719467629978,0.9563450675311337,0.004320719467629978,0.9457420039446929,0.023463455260422306,0.8807973198077506,0.009726633207268888,0.4084175084175084,0.1242259987499883,0.36260900685765984,0.04115852538929942,0.6721426000078367,0.010813608293097729,0.8354539540817392,0.011535771560773598
