model,auc
all_model,0.9519834518432617
remove_AtomPairFP,0.9302763938903809
remove_Charge,0.9502272605895996
remove_MAP4,0.9459865689277649
remove_MOE,0.9512912631034851
remove_MorganFP,0.9506947994232178
remove_Topology,0.9506973028182983
