model,auc
all_model,0.9455217123031616
remove_AtomPairFP,0.9346125721931458
remove_Connectivity,0.9447236657142639
remove_Charge,0.9437705874443054
remove_Kappa,0.9437242746353149
remove_MAP4,0.9419163465499878
remove_MHFP6,0.9472675919532776
remove_MOE,0.9451471567153931
remove_MorganFP,0.9429312944412231
remove_Topology,0.9446539282798767
remove_TorsionFP,0.9458574652671814
