model,auc
all_model,0.9492975473403931
remove_AtomPairFP,0.9317923784255981
remove_Charge,0.9505630135536194
remove_Kappa,0.9518078565597534
remove_MAP4,0.9455423355102539
remove_MOE,0.9512449502944946
remove_MorganFP,0.9492354393005371
remove_Topology,0.9517639875411987
