model,auc
all_model,0.9490702748298645
remove_AtomPairFP,0.9278408885002136
remove_Charge,0.9485279321670532
remove_Kappa,0.9503072500228882
remove_MAP4,0.9461415410041809
remove_MOE,0.9491735696792603
remove_MorganFP,0.9489049315452576
remove_Topology,0.9510537385940552
