model,auc
all_model,0.9451626539230347
remove_AtomPairFP,0.930113673210144
remove_Connectivity,0.9458134770393372
remove_Charge,0.9435098171234131
remove_Kappa,0.945216953754425
remove_MAP4,0.9418801069259644
remove_MHFP6,0.9472934007644653
remove_MOE,0.9435330629348755
remove_MorganFP,0.9435899257659912
remove_Topology,0.9448243975639343
remove_TorsionFP,0.9468000531196594
