model,auc
all_model,0.9478460550308228
remove_AtomPairFP,0.9278666973114014
remove_Connectivity,0.9488327503204346
remove_Charge,0.9487293362617493
remove_Kappa,0.9479958415031433
remove_MAP4,0.9441399574279785
remove_MOE,0.9468672275543213
remove_MorganFP,0.9480217099189758
remove_Topology,0.9483031630516052
