smiles,active,,,,,,,,
OC(=O)[C@H]1CC1c1cnc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCCC(O)(C)C,1,-3,26,9,5,26,9,5,6
OC(=O)[C@H]1CC1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCCC(O)(C)C,1,-3,26,10,5,26,10,5,6
OC(=O)[C@H]1C[C@@H]1c1cnc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(F)cc(cc1F)OC1CC1,1,-3,21,8,4,21,8,4,5
OC(=O)[C@H]1C[C@@H]1c1cnc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)Cc1ccccc1,1,-4,24,9,4,24,9,4,6
OC(=O)[C@H]1C[C@@H]1c1cnc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)CC(O)(C)C,1,-3,24,8,4,24,8,4,6
OC(=O)[C@H]1C[C@@H]1c1cnc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)c1nnnn1CC(O)(C)C,1,-4,26,9,5,26,9,5,6
OC(=O)[C@H]1C[C@@H]1c1cnc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)c1csc(n1)C,1,-3,23,9,4,23,9,4,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)NCc1cc(ccc1F)c1csc(n1)C,1,-2,17,7,3,17,7,3,4
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1cccc2c1c(C)cc(cc1C)OCCC(O)(C)C,1,-3,25,9,5,25,9,5,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1ccccc1C(F)(F)F,1,-3,21,7,3,21,7,3,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1ccccc1C(C)C,1,-3,20,8,3,20,8,3,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(Cl)cccc1Cl,1,-2,20,7,3,20,7,3,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCCCS(=O)(=O)C,1,-3,27,10,5,27,10,5,7
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCC1CCOCC1,1,-3,25,10,5,25,10,5,7
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCC1(O)CCS(=O)(=O)CC1,1,-3,28,10,5,28,10,5,7
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCC1(O)CCOCC1,1,-3,26,10,5,26,10,5,7
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCC1(C)COC1,1,-3,24,9,4,24,9,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OCC(O)(C)C,1,-3,25,9,5,25,9,5,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)OC1CCOCC1,1,-3,24,10,4,24,10,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)O[C@H]1COCC1,1,-3,23,9,4,23,9,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)O[C@@H]1COCC1,1,-3,23,9,4,23,9,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)c1nnn(n1)C,1,-4,23,8,4,23,8,4,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)c1ncc(cn1)C,1,-4,24,9,4,24,9,4,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)c1ccnn1C,1,-3,23,8,4,23,8,4,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)c1ccn(c(=O)n1)C,1,-4,24,9,4,24,9,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)c1ccn(c(=O)c1)C,1,-4,25,9,4,25,9,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)C1CCC(=O)N(C1)C,1,-3,25,9,4,25,9,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)C(=O)O,1,-3,22,8,3,22,8,3,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)C(=O)N(C)C,1,-3,23,9,4,23,9,4,6
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2c1c(C)cc(cc1C)C(=O)N,1,-3,22,8,3,22,8,3,5
OC(=O)[C@H]1C[C@@H]1c1ccc(cn1)N[C@@H]1CCc2c1c(F)ccc2B,1,-2,15,5,2,15,5,2,3
OC(=O)[C@H]1C[C@@H]1c1ccc(cc1)c1ncc2c(c1)n(nc2C)c1ccc(cc1)C,0,-3,17,6,3,17,6,3,3
OC(=O)[C@H]1C[C@@H]1c1ccc(cc1)c1ccc2c(c1)n(nc2C)c1ccccn1,0,-3,16,6,2,16,6,2,3
OC(=O)[C@H]1C[C@@H]1c1ccc(cc1)c1ccc2c(c1)n(nc2C)c1ccc(cc1)C,0,-3,17,6,3,17,6,3,4
OC(=O)[C@H]1C[C@@H]1c1ccc(cc1)c1cc(F)c2c(c1)n(nc2C)c1ccc(cc1)C,0,-3,18,6,3,18,6,3,4
OC(=O)[C@H]1C[C@@H]1c1ccc(c(c1)F)c1ncc2c(c1)n(nc2C)c1ccc(cn1)C,0,-3,18,6,3,18,6,3,4
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1OCCN(C1)Cc1cc(ccc1C(F)(F)F)C(F)(F)F)C1CC1)C,1,-2,28,11,6,28,11,7,8
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CN(C1)Cc1cc(ccc1C(F)(F)F)C(F)(F)F)C1CC1)C,1,-2,26,9,6,26,9,6,7
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CN(C1)c1ncccc1C(F)(F)F)C1CC1)C,1,-2,21,8,4,21,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CN(C1)c1nccc(c1)C(F)(F)F)C1CC1)C,1,-2,21,8,4,21,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CN(C1)c1cccc(n1)C(F)(F)F)C1CC1)C,1,-2,21,8,4,21,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CN(C1)c1cc(ccc1C(F)(F)F)C(F)(F)F)C1CC1)C,1,-2,25,9,5,25,9,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(CC1)Cc1cc(ccc1C(F)(F)F)C(F)(F)F)C1CC1)C,1,-2,28,11,7,28,11,7,8
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(CC1)c1ncccc1C(F)(F)F)C1CC1)C,1,-2,23,9,5,23,9,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(CC1)c1nccc(c1)C(F)(F)F)C1CC1)C,1,-2,23,9,5,23,9,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(CC1)c1cccc(n1)C(F)(F)F)C1CC1)C,1,-2,23,9,5,23,9,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(CC1)C(c1cc(ccc1C(F)(F)F)C(F)(F)F)C)C1CC1)C,1,-2,29,11,7,29,11,7,8
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(C1)Cc1cc(ccc1C(F)(F)F)C(F)(F)F)C1CC1)C,1,-2,27,10,6,27,10,6,7
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(C1)[C@H](c1cc(ccc1C(F)(F)F)C(F)(F)F)C)C1CC1)C,1,-2,28,10,6,28,10,6,8
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CCN(C1)[C@@H](c1cc(ccc1C(F)(F)F)C(F)(F)F)C)C1CC1)C,1,-2,28,10,6,28,10,6,8
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC1Cc1ccccc1)C1CC1)C,1,-2,18,7,4,18,7,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC1c1ccccc1)C1CC1)C,1,-2,17,7,3,17,7,3,4
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)OCc1ccccc1)C1CC1)C,1,-2,19,8,5,19,8,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1nn(c(c1C)C(F)(F)F)C)C1CC1)C,1,-2,23,8,5,23,8,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccnn1C)C1CC1)C,0,-2,18,7,4,18,7,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccnc2c1OCCO2)C1CC1)C,0,-2,20,8,4,20,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccn[nH]1)C1CC1)C,0,-2,17,7,4,17,7,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1cccnc1)C1CC1)C,0,-2,18,8,4,18,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccccn1)C1CC1)C,1,-2,18,8,4,18,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccccc1F)C1CC1)C,1,-2,19,8,4,19,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccccc1Cl)C1CC1)C,1,-2,20,8,4,20,8,4,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccccc1c1ccccc1)C1CC1)C,1,-3,22,9,5,22,9,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccccc1)C1CC1)C,1,-2,18,8,4,18,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1cccc2c1OC(C2)(C)C)C1CC1)C,1,-2,22,8,4,22,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1cccc(c1)O)C1CC1)C,1,-2,19,8,4,19,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1cccc(c1)C(F)(F)F)C1CC1)C,1,-2,22,9,5,22,9,5,6
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1ccc2c(c1)COC2=O)C1CC1)C,0,-3,20,8,4,20,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1cc(nn1C)C)C1CC1)C,0,-2,19,8,4,19,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1cc(F)ccc1F)C1CC1)C,1,-2,20,8,4,20,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1cc(C)ccc1F)C1CC1)C,1,-2,20,8,4,20,8,4,5
OC(=O)[C@H]([C@H](c1cccc(c1)OCC1CC(C1)Oc1c(F)cccc1F)C1CC1)C,1,-2,20,8,4,20,8,4,5
