name,auc_roc
all_algorithm,0.9346333146095276
remove_svm,0.9406611919403076
remove_rf,0.9383935928344727
remove_dmpnn,0.9323166012763977
remove_lr,0.9322004318237305
remove_fcnn,0.9355939626693726
remove_xgb,0.9323450326919556
