name,auc_roc
all_algorithm,0.9404675364494324
remove_rf,0.9450672268867493
remove_dmpnn,0.9395713806152344
remove_lr,0.9345118403434753
remove_fcnn,0.9412034749984741
remove_xgb,0.936707079410553
