1,10.784
1,11.293
1,9.81
1,9.718
1,9.813
1,10.416
0,11.299
0,6.836
1,10.587
0,10.153
1,11.991
1,11.39
1,12.352
1,12.023
0,11.602
1,11.738
1,10.946
0,9.995
0,10.706
0,11.28
0,11.498
0,11.025
0,11.004
0,11.124
0,8.887
0,10.418
0,9.31
0,9.238
0,6.902
0,6.282
0,10.938
0,7.721
0,5.934
0,10.481
1,10.238
1,11.339
1,10.536
1,9.319
1,9.374
1,10.944
1,10.891
1,10.414
1,9.975
1,10.528
1,10.371
1,10.046
1,9.678
1,9.853
1,10.437
1,10.271
1,10.288
1,9.476
1,10.062
0,10.107
1,10.186
1,7.738
1,10.782
1,11.21
1,11.368
1,11.256
1,11.261
1,10.728
1,11.346
1,11.355
1,11.024
1,11.167
1,11.79
1,11.011
1,11.455
1,11.432
1,11.672
1,11.425
1,11.146
1,11.237
1,11.436
1,10.769
1,10.912
1,11.486
1,10.825
1,10.814
1,11.535
1,11.124
1,11.657
1,11.561
1,11.523
1,11.057
1,11.716
1,11.091
1,11.5
1,12.16
1,11.397
1,12.686
0,9.795
1,9.991
1,9.805
1,9.368
1,10.337
1,9.57
1,10.956
1,10.653
1,10.684
1,9.939
1,10.383
1,10.634
1,10.749
1,11.028
1,9.804
1,11.404
1,9.994
1,10.789
1,9.459
1,9.771
1,9.482
1,9.836
1,9.93
1,10.817
1,11.256
1,10.986
1,9.963
1,10.638
1,11.218
1,9.757
1,10.998
1,10.812
0,9.414
0,7.757
0,7.735
0,11.23
0,7.642
1,10.433
1,10.393
1,10.563
1,10.547
1,11.022
1,10.017
1,11.13
1,11.314
1,9.918
1,11.287
1,11.974
1,10.787
1,11.091
1,10.828
1,10.943
1,11.182
1,10.976
1,11.294
0,10.912
0,11.13
0,10.443
0,10.636
1,10.62
1,10.913
1,10.992
1,10.933
1,10.893
1,10.666
1,11.176
1,10.739
0,11.243
0,11.018
1,11.344
1,10.631
1,10.997
1,10.039
1,10.754
1,10.472
1,10.247
1,10.421
0,9.92
1,6.947
1,11.031
1,11.289
1,11.25
1,11.433
1,11.566
1,10.943
1,11.088
1,11.55
1,11.425
1,10.265
1,9.877
1,10.852
1,9.983
1,10.318
1,2.711
1,6.264
1,8.685
1,9.569
0,9.611
0,9.534
0,6.701
0,9.993
1,9.394
1,10.004
1,9.51
0,10.272
1,10.044
0,9.86
0,8.614
0,9.265
1,11.233
0,8.113
0,9.649
0,7.561
0,8.337
0,9.91
1,9.318
1,9.617
1,9.409
0,9.768
0,9.752
1,9.865
1,12.583
1,12.625
1,13.203
1,12.854
1,10.938
1,11.13
0,7.292
1,10.803
1,11.215
1,11.101
0,11.172
1,11.663
1,11.659
1,11.432
0,5.846
0,6.359
1,10.355
1,8.186
1,10.853
1,9.452
1,7.351
0,9.791
1,10.778
1,9.147
1,8.239
1,11.239
0,7.568
0,9.79
0,7.103
0,7.302
1,10.935
1,10.068
1,7.849
1,7.941
1,10.99
1,10.007
1,9.845
0,10.691
1,10.99
1,11.067
1,7.813
1,9.983
1,9.768
1,9.568
1,10.035
1,9.934
1,9.242
1,9.938
1,6.07
1,7.124
1,7.38
1,8.875
1,10.904
1,11.405
0,10.869
1,10.756
1,10.793
1,10.936
1,10.809
1,9.689
1,11.016
1,10.09
1,11.104
1,10.096
1,11.14
1,9.87
1,10.759
1,11.163
1,11.261
1,10.542
1,10.864
1,10.924
0,10.552
1,11.38
1,10.241
1,10.775
1,10.977
1,10.029
1,11.508
1,9.812
1,11.127
1,11.462
1,11.041
1,9.946
1,9.928
1,10.254
1,10.169
1,9.69
1,9.705
1,10.09
1,10.157
1,9.971
1,9.811
1,10.193
1,10.033
1,8.912
1,8.981
1,10.087
1,9.97
1,10.191
1,10.709
1,9.955
1,10.285
1,10.488
1,9.401
1,10.49
1,10.386
1,9.856
1,9.949
1,10.319
1,7.791
1,11.788
1,9.244
1,9.408
1,8.982
1,9.304
0,10.043
1,11.121
1,11.52
1,11.32
1,11.566
1,11.426
1,11.618
0,10.25
0,10.186
0,6.353
1,12.47
1,12.327
1,10.939
0,12.402
1,9.289
1,10.251
1,9.77
1,10.058
1,10.474
1,10.36
1,10.129
1,10.341
1,10.415
1,9.024
1,9.528
1,7.796
1,11.143
1,10.201
1,10.465
1,11.725
1,10.539
1,8.668
1,11.711
0,11.066
1,9.29
1,9.717
1,9.819
0,9.433
1,9.884
0,10.867
1,9.468
1,9.756
1,10.088
0,6.184
1,10.421
1,10.363
1,12.957
1,12.293
1,11.718
1,11.129
1,11.007
0,10.902
1,10.103
0,7.117
0,6.719
0,7.385
0,8.851
1,10.154
1,10.345
1,10.078
0,9.922
1,9.522
0,9.377
0,9.699
1,9.946
0,9.524
1,10.157
1,9.554
1,9.061
1,7.496
1,10.167
1,10.426
1,10.418
0,10.48
1,11.222
1,6.137
1,11.322
1,11.496
1,11.496
1,12.288
1,11.737
1,11.488
1,10.787
1,10.373
1,11.948
1,10.122
1,10.122
0,8.33
1,11.675
1,9.976
1,11.303
1,12.291
1,11.399
1,10.664
1,11.914
1,11.914
0,10.32
1,9.658
0,9.58
0,9.525
1,11.338
0,9.976
1,10.131
1,10.82
1,7.582
0,7.431
1,2.711
