col_names,roc,prc,Recall,Precision,f1,BA,accuracy,TN,FP,FN,TP,SP,SE,NPV,MCC,EF_0.01,EF_0.02,EF_0.05,p_stat,cohen_kappa
xgb/p_train_MorganFP_fold0.csv,0.9962376483234796,0.9989554967409232,0.9921514312096029,0.9777070063694268,0.9848762603116407,0.9554455331835743,0.9761646803900325,554,49,17,2149,0.9187396351575456,0.9921514312096029,0.9702276707530648,0.9292282975084782,1.278393351800554,1.278393351800554,1.278393351800554,0.0,0.9286724586094653
xgb/p_train_MorganFP_fold1.csv,0.9962621932482993,0.998936791253605,0.9897769516728625,0.9788602941176471,0.9842883548983364,0.9576113283485869,0.9754423979776092,571,46,22,2130,0.9254457050243112,0.9897769516728625,0.9629005059021922,0.9283969093913512,1.286710037174721,1.286710037174721,1.286710037174721,0.0,0.928097916240251
xgb/p_train_MorganFP_fold2.csv,0.9962116253440171,0.9989326980918141,0.993058769088385,0.9767865270823851,0.9848554382744379,0.9545885950705082,0.9761646803900325,557,51,15,2146,0.9161184210526315,0.993058769088385,0.9737762237762237,0.9296396994956407,1.2813512262841276,1.2813512262841276,1.2813512262841276,0.0,0.9289411431690895
xgb/p_train_MorganFP_fold3.csv,0.9962732505524088,0.9989630597978838,0.9916897506925207,0.9776968593536641,0.9846435938574376,0.9552146929250331,0.9758035391838209,554,49,18,2148,0.9187396351575456,0.9916897506925207,0.9685314685314685,0.9281562774826212,1.278393351800554,1.278393351800554,1.278393351800554,0.0,0.9276358823797861
xgb/p_train_MorganFP_fold4.csv,0.9961741201782696,0.9989500138408374,0.9912402028584602,0.9786071916249431,0.9848831882730188,0.9564534347625634,0.9761646803900325,553,47,19,2150,0.9216666666666666,0.9912402028584602,0.9667832167832168,0.9290066728603052,1.276625172890733,1.276625172890733,1.276625172890733,0.0,0.9285801377796744
xgb/p_val_MorganFP_fold0.csv,0.9196832052177965,0.9656841392537368,0.9320754716981132,0.9356060606060606,0.9338374291115312,0.8610994642441183,0.8988439306358381,64,17,18,247,0.7901234567901234,0.9320754716981132,0.7804878048780488,0.71913991847875,1.3056603773584905,1.3056603773584905,1.3056603773584905,1.9477809178739014e-66,0.7191167602170989
xgb/p_val_MorganFP_fold1.csv,0.9366607821109506,0.9819731507810302,0.953405017921147,0.9399293286219081,0.9466192170818506,0.8498368373187825,0.9132947976878613,50,17,13,266,0.746268656716418,0.953405017921147,0.7936507936507936,0.7164263394038604,1.2401433691756272,1.2401433691756272,1.2401433691756272,5.010653747459565e-67,0.7159122009962231
xgb/p_val_MorganFP_fold2.csv,0.941400039745628,0.9792261736675029,0.9448529411764706,0.9413919413919414,0.9431192660550458,0.8643183624801272,0.9104046242774566,58,16,15,257,0.7837837837837838,0.9448529411764706,0.7945205479452054,0.7322655707378074,1.2720588235294117,1.2720588235294117,1.2720588235294117,3.874531987602628e-71,0.7322382545309302
xgb/p_val_MorganFP_fold3.csv,0.9118421052631578,0.9707641845950346,0.9629629629629629,0.896551724137931,0.9285714285714286,0.7841130604288499,0.884393063583815,46,30,10,260,0.6052631578947368,0.9629629629629629,0.8214285714285714,0.6387293309391846,1.2814814814814814,1.2814814814814814,1.2814814814814814,2.1178879652273253e-52,0.627556512378902
xgb/p_val_MorganFP_fold4.csv,0.909520295202952,0.9652046120779171,0.966789667896679,0.9097222222222222,0.9373881932021467,0.8100615006150061,0.8988439306358381,49,26,9,262,0.6533333333333333,0.966789667896679,0.8448275862068966,0.6840421710542384,1.2767527675276753,1.2767527675276753,1.2767527675276753,4.1211034115207305e-58,0.6754917198134949
xgb/p_test_MorganFP_fold0.csv,0.9556862745098039,0.9869260247443719,0.9669117647058824,0.9228070175438596,0.9443447037701974,0.8367892156862745,0.9106628242074928,53,22,9,263,0.7066666666666667,0.9669117647058824,0.8548387096774194,0.7237440079926564,1.2757352941176472,1.2757352941176472,1.2757352941176472,5.071288803363561e-71,0.7186903423206674
xgb/p_test_MorganFP_fold1.csv,0.9164215686274509,0.9732774905072159,0.9338235294117647,0.9169675090252708,0.9253187613843352,0.813578431372549,0.8818443804034583,52,23,18,254,0.6933333333333334,0.9338235294117647,0.7428571428571429,0.6432834201473336,1.2757352941176472,1.2757352941176472,1.2757352941176472,2.715820997337998e-51,0.6426723596634434
xgb/p_test_MorganFP_fold2.csv,0.9559163059163058,0.9850487885315795,0.9555555555555556,0.945054945054945,0.9502762430939227,0.8803751803751805,0.9221902017291066,62,15,12,258,0.8051948051948052,0.9555555555555556,0.8378378378378378,0.7717421635588783,1.2851851851851852,1.2851851851851852,1.2851851851851852,2.57059957775835e-81,0.7714933782102875
xgb/p_test_MorganFP_fold3.csv,0.9262874531835206,0.9722517695223799,0.951310861423221,0.9071428571428571,0.9287020109689214,0.8131554307116104,0.8876080691642652,54,26,13,254,0.675,0.951310861423221,0.8059701492537313,0.6683041383444743,1.299625468164794,1.299625468164794,1.299625468164794,1.1715198781600957e-57,0.6641018640323662
xgb/p_test_MorganFP_fold4.csv,0.9400461705594786,0.9792228300796694,0.9429657794676806,0.9084249084249084,0.9253731343283582,0.8226733659243164,0.8847262247838616,59,25,15,248,0.7023809523809523,0.9429657794676806,0.7972972972972973,0.6748596291495247,1.3193916349809887,1.3193916349809887,1.3193916349809887,4.5125096558517763e-63,0.6725951785630042
