model,auc
all_model,0.944907009601593
remove_AtomPairFP,0.9301962852478027
remove_Connectivity,0.9455423951148987
remove_Charge,0.9442511200904846
remove_Kappa,0.9451239705085754
remove_MAP4,0.9434762001037598
remove_MOE,0.9449819922447205
remove_MorganFP,0.9450774788856506
remove_Topology,0.9465702772140503
remove_TorsionFP,0.9481611251831055
