model,auc
all_model,0.9479235410690308
remove_AtomPairFP,0.9218904972076416
remove_Charge,0.9466942548751831
remove_MAP4,0.9448476433753967
remove_MOE,0.9476833343505859
remove_MorganFP,0.9480113983154297
remove_Topology,0.9477324485778809
