model,auc
all_model,0.9476084113121033
remove_AtomPairFP,0.9279649257659912
remove_Connectivity,0.9480267763137817
remove_Charge,0.9466683864593506
remove_Kappa,0.9479183554649353
remove_MAP4,0.9439255595207214
remove_MOE,0.9462680816650391
remove_MorganFP,0.9457670450210571
remove_Topology,0.9476755857467651
