model,auc
all_model,0.9442742466926575
remove_AtomPairFP,0.9300801157951355
remove_Connectivity,0.940407931804657
remove_Charge,0.9436879754066467
remove_Kappa,0.94425368309021
remove_MAP4,0.9415727853775024
remove_MHFP6,0.945273756980896
remove_MOE,0.9425749182701111
remove_MorganFP,0.943210244178772
remove_Topology,0.9425464272499084
remove_TorsionFP,0.9450051188468933
